,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(입양),[개] 푸들,수컷,0.0,흰색,2017,6.6,경기-평택-2021-00219,2021-02-01~2021-02-15,송탄고가길 250,털엉김심함,평택시유기동물보호소,경기도 평택시청
1,완료(귀가),[개] 푸들,수컷,1.0,갈,2020,,경기-안산-2021-00090,2021-02-01~2021-02-715,와동830-4 부근,순함.,한국야생동물보호협회,경기도 안산시청
2,완료(입양),[개] 푸들,암컷,0.0,흰색,2011,4.0,경기-남양주-2021-00130,2021-02-01~2021-02-15,일패동,번식견추정.치석많고 입질함,남양주동물보호협회,경기도 남양주시정
3,완료(입양),[개] 푸들,암컷,0.0,흰색,2009,4.0,경기-남양주-2021-00132,2021-02-01~2021-02-715,일패동,나이가 많고 혀가 나와있으며 거동이 불편함,남양주동물보호협회,경기도 남양주시청
4,완료(입양),[개] 푸들,암컷,0.0,갈색,2017,,경기-오산-2021-00013,2021-02-01~2021-02-15,공공원부근,목줄.목걸이없음,오산시수의사회,경기도 오산시청
5,완료(입양),[개] 푸들,암컷,,흑,2011,2.7,경북-포항-2021-00111,2021-02-01~2021-02-15,경상북도 포항시 북구 삼호로 249 인근,"머리묶여있음,발톱긴상태(살을파고들었음),뒷다리전혀사용못|",영일동물플러스,경상북도 포항시청
6,완료(입양),[개] 푸들,수컷,0.0,"흰색, 크림색",2017,6.5,경북-경산-2021-00068,2021-02-01~2021-02-15,진량 선화리,경산 |0부근에서 구조,경산시유기동물보호소,경상북도 경산시정
7,완료(귀가),[개] 푸들,수컷,0.0,검,2011,9.8,서울-광진-2021-00012,2021-02-02 ~2021-02-15,능동 18 어린이대공원 수변공원 앞,"부정교합, 이빨몇개없음. 치석매우심함. 겁있음. 소심함. 여윙.",한국동물구조관리협회,서울특별시 광진구청
8,완료(입양),[개] 푸들,암컷,,갈색,2019,3,대구-북구-2021-00017,2021-02-02 ~2021-02-12,대현동 동대구시장 입구,예민함,대구유기동물보호센터,대구광역시 북구청
9,완료(귀가),[개] 푸들,수컷,0.0,회색,2016,7,대구-북구-2021-00018,2021-02-02 ~2021-02-12,오페라 하우스 부근,카키색 옷 착용,대구유기동물보호센터,대구광역시 북구청
10,완료(입양),[개] 푸들,수컷,1.0,갈색,2016,4.5,인천-계양-2021-00046,2021-02-002 ~2021-02-15,,귀털 짧게 미용됨,신영재동물병원,인천광역시 계양구청
11,완료(입양),[개] 푸들,수컷,0.0,갈색,2018,4.5,제주-제주-2021-00385,2021-02-02 ~2021-02-15,제주시 삼동길41,(개체관리번호373)공격성있음,제주 동물보호센터,제주특별자치도청
12,완료(입양),[개] 푸들,수컷,0.0,갈색,2019,5.8,제주-제주-2021-00400,2021-02-02 ~2021-02-15,제주시 김녕 동부보건소,(개체관리번호388)임시보호,제주 동물보호센터,제주특별자치도청
13,완료(입양),[개] 푸들,수컷,0.0,갈색,2016,,전북-군산-2021-00124,2021-02-06 ~2021-02-16,지곡동 쌍용아파트 근처,심장사상충4기,군산유기동물보호센터,전라북도 군산시정
14,완료(입양),[개] 푸들,암컷,,흰,2019,3.2,광주-광산-2021-00053,2021-02-02 ~2021-02-15,광산구 산월동,21-0118 쪼미,광주 동물보호소,광주광역시 광산구청
15,완료(입양),[개] 푸들,수컷,1.0,갈색,2017,4.60,울산-동구-2021-00031,2021-02-02 ~2021-02-15,전하동 산시공원,.,동울산동물병원,울산광역시 동구청
16,완료(입양),[개] 푸들,암컷,1.0,백,2017,4.5,경기-안양-2021-00011,2021-02-02 ~2021-02-15,안양동 1189-2 부근,순함. 털미용.,한국야생동물보호협회,경기도 안양시청
17,보호중,[개] 푸들,암컷,,검은색,2019,,충남-예산-2021-00021,2021-02-02 ~2021-02-15,삽교읍 방아리 119-38,개농장 구조,흙동물병원,충청남도 예산군정
