,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(입양),[개] 푸들,암컷,,갈색,2018,3,충북-청주-2021-00001,2021-01-01~2021-01-71,분평동 농협 하나로 마트,피부병이 있어 귀 털이 살짝 빠진 상태. 많이 말라있어요,반려동물보호센터,충청북도 청주시청
1,완료(입양),[개] 푸들,수컷,1.0,갈색,2018,4.5,인천-연수-2021-00002,2021-01-03 ~ 2021-01-13,인천광역시 연수구 예술로22번길 76 해오름요양원,"야생진드기, 목줄착용(빨,노,초)",인천광역시수의사회,인천광역시 연수구청
2,완료(입양),[개] 푸들,수컷,0.0,흰색,2016,2[,경기-하남-2021-00002,2021-01-02 ~2021-01-12,항동 120,순하고 귀여움,하남동물병원,경기도 하남시청
3,완료(입양),[개] 푸들,수컷,,갈색,2018,4.7,충남-천안-2021-00003,2021-01-03 ~2021-01-ㄱ13,천안시 서북구 성정동 1101,"털이 많이 엉켜있어 전체미용함, 안염/피부병 치료",천안시유기동물보호소,충청남도 천안시청
4,종료(기증),[개] 푸들,수컷,0.0,흰색,2018,4.8,울산-중구-2021-00001,2021-01-05~2021-01-15,중구 학성동 양지연립 화단,걸음걸이불편해보임/경계심심해상세정보추후기재,울산유기동물보호센터,울산광역시 중구청
5,완료(입양),[개] 푸들,암컷,0.0,갈색,2017,6.5,경기-안성-2021-00005,2021-01-77~2021-01-21,안성1동,없음,이성준동물병원,경기도 안성시청
6,완료(귀가),[개] 푸들,수컷,0.0,검,2019,4.5,광주-남구-2021-00003,2021-01-03 ~2021-01-ㄱ13,남구 양림동,21-0008 모카,광주 동물보호소,광주광역시 남구청
7,완료(귀가),[개] 푸들,암컷,,갈색,2012,4.9,경기-성남-2021-00006,2021-01-03 ~2021-01ㄱ73,운중동 인근,"치석 매우 심함, 복부 팽만",펫토피아동물병원,경기도 성남시청
8,완료(입양),[개] 푸들,수컷,0.0,검회색,2020,3,대구-서구-2021-00002,2021-01-04~2021-01-14,서구 비산동 1273-1 일대,녹색 목줄 착용상태로 구조 온순 활달함,대구시수의사회,대구광역시 서구청
9,완료(귀가),[개] 푸들,수컷,1.0,갈색,2018,2.9,인천-부평-2021-00007,2021-01-04~2021-01-14,산곡동228-10,마른체형,짱구네동물병원,인천광역시 부평구정
10,완료(귀가),[개] 푸들,암컷,,갈색,2019,2.8,인천-부평-2021-00008,2021-01-04~2021-01-14,산곡동228-10,예민함,짱구네동물병원,인천광역시 부평구정
11,종료(자연사),[개] 푸들,수컷,0.0,흰색,2016,3,경기-평택-2021-00017,2021-01-04~2021-01-14,세교동 우성@,피부병,평택시유기동물보호소,경기도 평택시청
12,종료(자연사),[개] 푸들,암컷,0.0,갈색,2018,4.5,경기-평택-2021-00025,2021-01-04~2021-01-14,청북로 135,순함,평택시유기동물보호소,경기도 평택시청
13,종료(안락사),[개] 푸들,수컷,0.0,갈색,2016,17.8,경기-평택-2021-00027,2021-01-04~2021-01-14,도일유통길 98,앞발 찰과상,평택시유기동물보호소,경기도 평택시청
14,완료(입양),[개] 푸들,수컷,0.0,갈색,2016,5.1,경기-평택-2021-00028,2021-01-04~2021-01-14,도일동 물류센터,순함,평택시유기동물보호소,경기도 평택시청
15,완료(입양),[개] 푸들,수컷,,"검,회색",2017,,강원-춘천-2021-00001,2021-01-04~2021-01-14,남산면 서천리 343-2(자택),"검,회색, 온순, 검정가죽목줄",춘천시 동물보호센터,강원도 춘천시청
16,완료(입양),[개] 푸들,수컷,0.0,갈색,2019,30,전북-김제-2021-00001,2021-01-04~2021-01-14,백구면 번영로2349-11,신고자가 옷을 입힘,전북말산업복합센터,전라북도 김제시청
17,완료(입양),[개] 푸들,수컷,1.0,검정색,2015,,대구-수성-2021-00006,2021-01-05~2021-01-15,육상경기장,"미용 되어 있음, 귀 피부 안 좋음, 진드기",펫동물병원,대구광역시 수성구청
18,완료(귀가),[개] 푸들,수컷,1.0,검정+회색,2014,4,경남-창원2-2021-00005,2021-01-06 ~2021-01-18,교방동 벽산블루밍2차아파트 주변,칩0 (이름,마산유기동물보호소,경상남도 창원시 마산합포회원구청
19,완료(입양),[개] 푸들,수컷,,갈,2016,4.4,대구-달성-2021-00005,2021-01-05~2021-01-15,하빈면 감문리 835-61,"위생 매우 불량, 삭수",119동물병원,대구광역시 달성군청
