,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(귀가),[개] 말티즈,암컷,,흰,2017,5,광주-서구-2021-00096,2021-04-01~2021-04-ㄱ72,서구 풍암동,"21-0375 나리, 하네스+옥 착용",광주 동물보호소,광주광역시 서구청
1,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2018,4.50,울산-남구-2021-00095,2021-04(01~2021-04ㄱ72,야음동 대현더샵 205동앞,"순하고 착함, 건강양호",강남동물병원,울산광역시 남구청
2,완료(입양),[개] 말티즈,암컷,,백색,2009,1.16,경기-성남-2021-00155,2021-04-01~2021-04-12,성남동4053,양쪽 뒷다리 이상.치아가 몇개 밖에 안남음.,펫토피아동물병원,경기도 성남시청
3,완료(입양),[개] 말티즈,수컷,,흰색,2019,4,충남-논산-2021-00128,2021-04001 ~2021-04-12,내동 동신아파트,"건강양호, 미용 되어있음",논산시청,충청남도 논산시청
4,완료(입양),[개] 말티즈,수컷,1.0,흰,2019,3,경북-구미-2021-00111,2021-004-01~2021-04-ㄱ73,상모중학교 부근,하얀솜사탕같은전형적인포켓견장난을좋아하고경계심이없으,구미시 동물보호센터,경상북도 구미시청
5,완료(귀가),[개] 말티즈,암컷,1.0,흰,2021,3.3,서울-강북-2021-00066,2021-04(02 ~2021-04-12,삼양로20길 29 송천초등학교 인근,노란고무줄로 머리묶음. 코갈+검. 배꼽탈장. 사람좋아함. 칩있,한국동물구조관리협회,서울특별시 강북구청
6,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2019,2,대구-달서-2021-00078,2021-04(02 ~2021-04-ㄱ12,상인동 평광맨션,.,대구유기동물보호센터,대구광역시 달서구청
7,보호중,[개] 말티즈,암컷,0.0,흰색,2009,30,울산-동구-2021-00060,2021-04-002 ~2021-04-12,동구 관내,순함/미용되어 있음/치석 심각/견주 연락 안됨,울산유기동물보호센터,울산광역시 동구청
8,종료(안락사),[개] 말티즈,수컷,0.0,흰,2016,4,경기-의정부-2021-00078,2021-04(02 ~2021-04-12,신곡동 471 신곡건영아파트 102동 5-8라인 앞,코검정.윗앞니하나빠짐.양전하나돌변한다고함/얼굴만지면입,한국동물구조관리협회,경기도 의정부시청
9,완료(입양),[개] 말티즈,수컷,1.0,흰,2020,6,경기-구리-2021-00037,2021-04(02 ~2021-04-ㄱ12,교문동 가능골공원 일대,코갈색.눈물자국.얼굴에 손대는거 싫어함.송곳니유치남음.앞,한국동물구조관리협회,경기도 구리시청
10,완료(귀가),[개] 말티즈,암컷,0.0,흰색,2018,4.0,부산-연제-2021-00058,2021-04-02 ~2021-04-12,연제로 2,"온순(주황염색), 연제구 1-25",청조동물병원,부산광역시 연제구정
11,완료(귀가),[개] 말티즈,암컷,,흰,2016,3,대구-수성-2021-00095,2021-04-02 ~2021-04-12,범어 궁도장,"발 미용흔적 있음,",예스동물병원,대구광역시 수성구청
12,완료(입양),[개] 말티즈,암컷,,흰,2016,3,광주-북구-2021-00158,2021-04002 ~2021-04-ㄱ12,북구 중흥동,21-0384믹스,광주 동물보호소,광주광역시 북구청
13,완료(입양),[개] 말티즈,수컷,0.0,흰색,2017,7.3,경기-평택-2021-00640,2021-04-02 ~2021-04-12,통복동 삼성@,순함,평택시유기동물보호소,경기도 평택시청
14,종료(안락사),[개] 말티즈,암컷,0.0,흰색,2012,3.4,경기-평택-2021-00643,2021-04-002 ~2021-04-12,신평로 47,피부병 심함,평택시유기동물보호소,경기도 평택시청
15,종료(자연사),[개] 말티즈,수컷,0.0,백,2018,3.30,경기-안산-2021-00266,2021-04(02 ~2021-04ㄱ72,선부2파출소에서 인수,"몸털미용,꼬리털미용,순함",한국야생동물보호협회,경기도 안산시청
16,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2015,3.8,경기-고양-2021-00300,2021-04-02~2021-04ㄱ72,화정동 별빛어린이 공원,없음,고양시동물보호센터,경기도 고양시청
17,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2016,3.2,경기-파주-2021-00198,2021-04-02~2021-04ㄱ72,운천3리56-114,내장등록 되어있음,버디종합동물병원,경기도 파주시청
18,완료(귀가),,수컷,,"갈,흰색",2018,,강원-춘천-2021-00149,2021-04002 ~2021-04-ㄱ12,춘천시 법원 부근,"갈,흰색, 온순, 빨간목줄, 보라색옷, 칩있음",춘천시 동물보호센터,강원도 춘천시청
19,완료(입양),[개] 말티즈,수컷,1.0,흰색,2021,"3,5",강원-강릉-2021-00129,2021-04-02 ~2021-04-12,임영로189,자가미용을하였고온순함,강릉시동물사랑센터,강원도 강릉시청
20,완료(귀가),[개] 말티즈,암컷,0.0,흰색,2008,3.5,전북-전주-2021-00388,2021-04-002 ~2021-04-12,낙원식자재마트,유선종양(좌하),프렌즈동물병원,전라북도 전주시청
21,완료(귀가),[개] 말티즈,암컷,,연갈,2015,2015,경기-동두천-2021-00071,2021-04-03 ~2021-04-ㄱ13,행선로 20번길 지행2어린이공원 일대,코검정. 사람파름/온순함. 단미안됨/꼬리끝 보라색 염색. 털상,한국동물구조관리협회,경기도 동두천시청
22,완료(입양),[개] 말티즈,암컷,,흰,2013,1.3,경기-김포-2021-00144,2021-04-03 ~2021-04-ㄱ13,태장로 810 라베니체 인근,"하트무늬 흰+분홍옷. 눈물자국, 백내장. 코잘+검. 여윙. 전신미|",한국동물구조관리협회,경기도 김포시청
23,완료(귀가),[개] 말티즈,암컷,,백색,2019,5,대전-서구-2021-00105,2021-004-005~2021-04-15,관저동 순복음 교회 인근,,대전동물보호센터,대전광역시 서구청
24,완료(입양),[개] 말티즈,수컷,0.0,흰색,2021,1.4,부산-동래-2021-00050,2021-04-006 ~2021-04-16,미남로116번길 30,"미용되어있음,흰색",누리동물병원,부산광역시 동래구청
25,완료(입양),[개] 말티즈,수컷,1.0,흰색,2017,3,인천-남동-2021-00114,2021-04-006 ~2021-04-ㄱ16,남동구 구월4동1311-18,신고인이 옷을 입혀줌,인천수의사회,인천광역시 남동구청
26,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2017,4.2,울산-남구-2021-00103,2021-04-07~2021-04-19,신정시장,온순하고 사람을 잘 따름,미래펫동물병원,울산광역시 남구청
27,완료(입양),[개] 말티즈,수컷,1.0,흰색,2017,4.70,경기-여주-2021-00194,2021-04-03 ~2021-04-13,홍문동 세종로 현대아파트,"사람을 잘 따르며, 매우온순함",위더스 동물보호센터,경기도 여주시청
28,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2016,8,대구-북구-2021-00061,2021-04-006 ~2021-04-16,태전 휴먼시아 1단지,뒷다리 다침,대구유기동물보호센터,대구광역시 북구청
29,완료(귀가),[개] 말티즈,수컷,0.0,흰,2014,4,경기-양주-2021-00153,2021-04-,석현리 261 인근,눈물자국. 코진갈/콩탈모. 얼굴 일부/네발털 변색. 사람좋아,한국동물구조관리협회,경기도 양주시청
30,완료(귀가),[개] 말티즈,수컷,1.0,백,2015,4.6,경기-안양-2021-00052,2021-04-04~2021-04-ㄱ74,비산지구대에서 인수,순함. 발부분 미용. 칩있음. 이름 해피.,한국야생동물보호협회,경기도 안양시청
31,보호중,[개] 말티즈,수컷,0.0,흰색,2014,4,부산-동구-2021-00017,2021-04-005~2021-04-15,동구청 당직실,동구18. 허약. 노령견. 백내장. 목걸이 착용,사단법인 하얀비둘기,부산광역시 동구청
32,완료(입양),[개] 말티즈,수컷,,흰색,2016,5,부산-부산진-2021-00057,2021-04-005~2021-04-15,부산진구 양정지구대,"5살 추정, 흰색",동물보호관리협회,부산광역시 부산진구청
33,완료(입양),[개] 말티즈,수컷,,흰색,2019,2.7,,2021-04-005~2021-04-15,미추홀구 주안역지구대 (주안로 71),깨끗한 상태,인천광역시 수의사회,인천광역시 미추홀구청
34,완료(귀가),[개] 말티즈,수컷,1.0,화이트,2019,3,전북-군산-2021-00316,2021-04-005~2021-04-15,명산동 시티목욕탕,앞다리골절 등록칩이 있어 보호자 연락중,군산유기동물보호센터,전라북도 군산시청
35,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2015,30,충남-천안-2021-00250,2021-004-06~2021-04ㄱ6,천안 서부역,순함,유실유기동물보호소,충청남도 천안시청
36,완료(귀가),[개] 말티즈,암컷,0.0,흰색,2018,3.20,인천-동구-2021-00018,2021-04-005~2021-04-15,현대제철내공사현장,비교적 양호한 것으로 사료됨,경동동물병원,인천광역시 동구청
37,완료(입양),[개] 말티즈,암컷,0.0,백,2019,4.5,경기-수원-2021-00154,2021-04-005~2021-04-ㄱ5,영통구 청명로 92(영통지구대 앞),동물등록칩※,수원시 동물보호센터,경기도 수원시청
38,종료(기증),[개] 말티즈,수컷,0.0,백,2015,3.6,경기-광명-2021-00044,2021-04-05~2021-04-19,광명6동 행정복지센터에서 인수,초록색 옷 위에 흰색과 파란색 점퍼. 콩에 작은 흉터.,한국야생동물보호협회,경기도 광명시청
39,종료(안락사),[개] 말티즈,수컷,0.0,흰색,2016,4.8,경기-오산-2021-00050,2021-04-05~2021-04-15,성호대로141,설사증상.옷착용,오산시수의사회,경기도 오산시청
40,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2020,2.85,경기-파주-2021-00202,2021-04-005~2021-04-15,헤이리마을 카페거리,"잠복고환, 유치송곳니잔존. 온순함",웰니스클리닉,경기도 파주시청
41,완료(입양),[개] 말티즈,수컷,,흰색,2018,,경기-화성-2021-00427,2021-04(05~2021-04-ㄱ14,향남읍 한절이1길 6-3,순하고 겁이많다.,남양유기견보호센터,경기도 화성시청
42,완료(귀가),[개] 말티즈,암컷,0.0,흰색,2019,2.50,경기-광주-2021-00170,2021-04-05~2021-04-15,광주시 청석로 청석공원 길가,"44, 칩있음, 공원옆 차도를 돌아다니다 구조됨",광주14\동물병원초월,경기도 광주시청
43,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2015,4.5,강원-원주-2021-00220,2021-04-005~2021-04-15,명륜초운동장,롯등검은라인,원주유기동물보호센터,강원도 원주시청
44,완료(귀가),[개] 말티즈,암컷,,흰색,2011,3,충북-충주-2021-00131,2021-04-005~2021-04-14,문화동 2383,내장칩이 있는데 주소 전화번호가 바뀌어 연락이 안됨.사상충,충주시동물보호센터,충청북도 충주시청
45,완료(입양),[개] 말티즈,암컷,0.0,흰색,2011,30,경남-거제-2021-00282,2021-04-05~2021-04-15,상둔5길 13-3,순함,거제시유기동물보호소,경상남도 거제시청
46,완료(입양),[개] 말티즈,수컷,,흰색,2020,2.3,세종-세종-2021-00108,2021-04(05~2021-04-12,연서면 고복저수지,고복저수지 배회,세종유기동물보호센터,세종특별자치시청
47,완료(귀가),[개] 말티즈,암컷,,흰,2021,2.5,서울-강북-2021-00067,2021-04-006 ~2021-04-ㄱ16,우이천로 뚝방길쪽,코진갈.전신이용흔적.양귀/꼬리끝/얼굴털 더길.사람좋아함.활|,한국동물구조관리협회,서울특별시 강북구정
48,완료(입양),[개] 말티즈,암컷,,흰,2011,4.8,서울-강북-2021-00068,2021-04-,삼양로 85길 27 인근,고령. 눈곱. 코회색. 얼굴일부/네발털 변색. 치석심함/구강질,한국동물구조관리협회,서울특별시 강북구청
49,완료(입양),[개] 말티즈,수컷,0.0,흰,2018,7.3,서울-강북-2021-00069,2021-04-,삼양로 85길 27 인근,"코검정. 잠복고환. 겁있음/꺼낼때 방어적입질/양전, 외이염.",한국동물구조관리협회,서울특별시 강북구청
50,완료(귀가),[개] 말티즈,수컷,,흰,2013,2.5,서울-강북-2021-00070,2021-04-(06~2021-04-16,우이동 우이교 밑,"네발/입가털 변색. 사람잘따름. 꼬리단미안됨, 털때탐.",한국동물구조관리협회,서울특별시 강북구정
51,종료(기증),[개] 말티즈,수컷,0.0,흰,2018,1.9,서울-송파-2021-00043,2021-04-,오금동 103-1 인근,"코검정. 송곳니 유치남아있음. 몸 잘 못가눔/비틀거림, 잠복고",한국동물구조관리협회,서울특별시 송파구정
52,종료(자연사),[개] 말티즈,암컷,,흰색,2015,3.5,,2021-04-06 ~2021-04-16,미추홀구 한나루로 417,피부병있음,인천광역시 수의사회,인천광역시 미추홀구청
