,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(입양),[개] 믹스견,수컷,0.0,검,2021,2021,서울-성북-2021-00042,2021-04-72~2021-04-22,보문로 22길 54-10 인근,"양귀굿, 코검정. 사람따름, 온순함. 꼬리단미안됨. 털상태양",한국동물구조관리협회,서울특별시 성북구청
1,완료(귀가),[개] 믹스견,수컷,0.0,갈,2021,2021,서울-도봉-2021-00049,2021-04-72~2021-04-19,도봉로154가길 22 인근,빨간색 가슴줄/노끈리드줄.양귀반접힘.코검정.사람따름/암전,한국동물구조관리협회,서울특별시 도봉구청
2,완료(귀가),[개] 말티즈,수컷,1.0,흰,2013,4.4,서울-노원-2021-00045,2021-04-72~2021-04-22,월계2치안센터 앞,"사고추정, 뒷다리골절. 백내장있음",한국동물구조관리협회,서울특별시 노원구청
3,완료(입양),[개] 믹스견,암컷,0.0,갈흰,2020,3.5,서울-관악-2021-00123,2021-04-72~2021-04-22,서울구암초등학교,"순하고사람잘따름,배밑피부염,노란하네스착용.칩없음",러브펫종합동물병원,서울특별시 관악구정
4,완료(귀가),[개] 치와와,수컷,0.0,갈색흰색,2020,3.3,서울-강동-2021-00053,2021-04-72~2021-04-22,강동구 천호공원,"새벽부터 공원 배회, 유치안빠짐, 귀지저분함, 청진상태 양호",강동리본센터,서울특별시 강동구정
5,보호중,[개] 믹스견,암컷,0.0,갈색,2021,5.0,서울-강동-2021-00054,2021-04-72~2021-04-22,신명초등학교 근처 이마트 편의점,"2~3개월령 강아지, 온순&8070;#54884;",둔촌동물병원,서울특별시 강동구청
6,보호중,[개] 믹스견,암컷,0.0,밝은갈색,2016,14,부산-서구-2021-00105,2021-04-72~2021-04-22,중앙공원로7번길3,"갈색털,경계를 조금 함,긴다리,떠돌이견,영양상태불량,서구",부산동물보호센터,부산광역시 서구청
7,완료(입양),[개] 믹스견,암컷,0.0,갈색,2021,4.3,부산-서구-2021-00106,2021-04-12~2021-04-22,남부민동694-2번지,"통통함,동그랑고 귀여운 눈,아이보리털,서구1-67호",부산동물보호센터,부산광역시 서구청
8,완료(입양),[개] 믹스견,수컷,,"갈색, 흰색",2016,4,부산-사하-2021-00135,2021-04-12~2021-04-22,다대동로53번길 123 (다대동),하네스 착용,,부산광역시 사하구청
9,완료(입양),[개] 믹스견,암컷,0.0,흰색바탕털에 갈색 점,2018,6.1,부산-강서-2021-00138,2021-04-72~2021-04-22,강동동3278번지,"흰색바탕털에 갈색+고동색 점박이,쳐진귀가 매력적임,강서구",부산동물보호센터,부산광역시 강서구정
10,완료(입양),[개] 믹스견,수컷,0.0,"검정,흰색",2017,18,부산-강서-2021-00139,2021-04-72~2021-04-22,대저119,"검정색 바탕털에 흰색 무늬,힘이장사,강서구1-108호",부산동물보호센터,부산광역시 강서구청
11,종료(자연사),[개] 기타,수컷,0.0,흰색,2014,2014,부산-연제-2021-00065,2021-04-72~2021-04-22,과정로 343번길 인근,"쇠약(민감), 연제구 1-29",청조동물병원,부산광역시 연제구청
12,종료(자연사),[개] 닥스훈트,수컷,0.0,검정색,2016,5.0,부산-연제-2021-00066,2021-04-12~2021-04-22,월드컵대로92번길 37,"후지 좌측골절, 연제구 1-30",청조동물병원,부산광역시 연제구정
13,종료(자연사),[개] 믹스견,수컷,0.0,흰색,2016,20,부산-기장-2021-00113,2021-04-12 ~2021-04-22,웅천리 242-2 부근,"공격성 심함, 얼굴 상처, 뒷다리 상처",누리동물병원,부산광역시 기장군정
14,종료(자연사),[개] 포메라니안,암컷,,흰색,2021,1.8,부산-기장-2021-00115,2021-04-12 ~2021-04-22,철마 송정리 529-1 부근,"우측눈 부상, 겁이 많음",누리동물병원,부산광역시 기장군정
15,완료(귀가),[개] 말티즈,암컷,,흰색,2011,3,대구-동구-2021-00068,2021-04-12~2021-04-22,평화로 78 명품관 옷가게,몸통 미용,대구유기동물보호센터,대구광역시 동구청
16,완료(입양),[개] 믹스견,수컷,0.0,갈색,2021,,대구-동구-2021-00069,2021-04-12~2021-04-22,율하 119,.,대구유기동물보호센터,대구광역시 동구청
17,완료(입양),[개] 믹스견,암컷,0.0,연갈색,2021,2.2,대구-동구-2021-00071,2021-04-12~2021-04-22,율하 선수촌 아파트 부근,.,대구유기동물보호센터,대구광역시 동구청
18,종료(안락사),[개] 믹스견,수컷,0.0,흰색,2020,14,대구-달서-2021-00089,2021-04-72~2021-04-22,성서 네거리,.,대구유기동물보호센터,대구광역시 달서구청
19,완료(귀가),[개] 믹스견,암컷,,검정+갈색+회색,2019,4.8,인천-부평-2021-00148,2021-04-72~2021-04-22,부평구 장제로190번길47-ㄱ1,순함,조재진동물병원,인천광역시 부평구정
20,종료(안락사),[개] 믹스견,암컷,0.0,흰색,2019,20,인천-서구-2021-00184,2021-04-12~2021-04-22,오류동16104,포획틀 마취포획. 예민함,가정동물병원,인천광역시 서구청
21,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2013,3.4,인천-서구-2021-00185,2021-04-12~2021-04-22,검암동660-3,순함.미용한지얼마안됨. 치석많음,가정동물병원,인천광역시 서구청
22,종료(안락사),[개] 믹스견,수컷,1.0,갈검,2018,16,인천-서구-2021-00192,2021-04-12~2021-04-22,오류동 434-187,"목줄있음 ,왼쪽후지탈골됨",가정동물병원,인천광역시 서구청
23,종료(자연사),[개] 믹스견,암컷,,흰,2014,5,광주-동구-2021-00050,2021-04-12~2021-04-22,동구 산수동,21-0433 행운,광주 동물보호소,광주광역시 동구청
24,종료(안락사),[개] 믹스견,암컷,,"검,흰",2018,20,광주-남구-2021-00076,2021-04-72~2021-04-22,남구 양과동,21-0430 보리,광주 동물보호소,광주광역시 남구청
25,종료(안락사),[개] 믹스견,수컷,0.0,"갈,검",2019,2,광주-북구-2021-00190,2021-04-72~2021-04-22,북구 동림동,"21-0432 홍차,목줄착용",광주 동물보호소,광주광역시 북구청
26,완료(입양),[개] 포메라니안,수컷,0.0,갈,2016,40,광주-북구-2021-00191,2021-04-72~2021-04-22,북구 연제동,21-0431 뚜비,광주 동물보호소,광주광역시 북구청
27,완료(귀가),[개] 포메라니안,수컷,0.0,초컬릿,2019,3,광주-광산-2021-00208,2021-04-72~2021-04-22,광산구 월곡동,21-0428 초코,광주 동물보호소,광주광역시 광산구청
28,완료(입양),[개] 믹스견,암컷,0.0,흰색,2021,3.63,울산-남구-2021-00112,2021-04-72~2021-04-22,삼호로 11번길 32 앞,온순함,남산동물병원,울산광역시 남구청
29,완료(입양),[개] 믹스견,암컷,0.0,황색,2021,2021,울산-남구-2021-00114,2021-04-72~2021-04-22,남구청인근,"겁많고 많이음, 건강양호",강남동물병원,울산광역시 남구청
30,완료(입양),[개] 폼피츠,수컷,0.0,백색,2019,3.5,경기-성남-2021-00180,2021-04-72~2021-04-22,휴 동물병원,어금니 치석심함 귀 염증,펫토피아동물병원,경기도 성남시청
31,완료(입양),[개] 믹스견,수컷,0.0,갈색,2020,8.2,경기-평택-2021-00693,2021-04-12~2021-04-22,숙성리 183-2,5개월추정,평택시유기동물보호소,경기도 평택시청
32,종료(자연사),[개] 믹스견,수컷,0.0,흰색,2015,20,경기-평택-2021-00694,2021-04-72~2021-04-22,오성산단1로 905-2,경계함,평택시유기동물보호소,경기도 평택시청
33,종료(안락사),[개] 믹스견,암컷,0.0,흰색,2020,7.2,경기-평택-2021-00695,2021-04-12~2021-04-22,안정로 58번길,주황색목줄착용,평택시유기동물보호소,경기도 평택시청
34,완료(귀가),[개] 시베리안 허스키,암컷,0.0,갈색,2020,20,경기-평택-2021-00696,2021-04-12~2021-04-22,석근리5,사람을 잘 따름,평택시유기동물보호소,경기도 평택시청
35,완료(입양),[개] 포메라니안,수컷,0.0,흰색,2017,4.5,경기-평택-2021-00698,2021-04-12~2021-04-22,명지미래힐2차,사람을 잘 따름,평택시유기동물보호소,경기도 평택시청
36,완료(귀가),[개] 믹스견,암컷,,갈흑백,2019,13,경기-안산-2021-00296,2021-0472~2021-04-22,선부2파출소에서 인수,칩있음. 순함. 파란바탕빨간줄무늬하얀별무늬몸줄.,한국야생동물보호협회,경기도 안산시청
