,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(입양),[개] 비글,수컷,0.0,검갈색.흰색,2021,1.1,서울-동작-2021-00063,2021-04-20 ~2021-04-30,상도동 동작우체국 앞,고의유기,디아크동물종합병원,서울특별시 동작구정
1,완료(귀가),[개] 푸들,암컷,1.0,연갈색,2009,5.3,서울-관악-2021-00135,2021-04-20 ~2021-04-30,조원초등학교인근,"빨간색곰돌이옷착용,배수술자국,집없음",러브펫종합동물병원,서울특별시 관악구정
2,종료(자연사),[개] 믹스견,수컷,0.0,검,2015,2015,서울-서초-2021-00044,2021-04-20 ~2021-05-10,내곡동 1-1476 헌인릉 주차장,"양귀굿,코검정.이빨 전체적으로 상함.골반골절/양후지마비.",한국동물구조관리협회,서울특별시 서초구정
3,보호중,[개] 믹스견,수컷,0.0,올블랙,2021,30,부산-강서-2021-00159,2021-04-20 ~2021-04-30,대저2동1통5반,"마을 놀이터에서 발견,올검은색,구충제도포,1차예방접종",부산동물보호센터,부산광역시 강서구청
4,보호중,[개] 믹스견,암컷,0.0,아이보리,2021,4,부산-강서-2021-00160,2021-04-20 ~2021-04-30,대저2동1통5반,"마을 놀이터에서 발견,아이보리,구충제도포,1차예방접종",부산동물보호센터,부산광역시 강서구청
5,보호중,[개] 믹스견,암컷,0.0,밝은갈색,2021,3.4,부산-강서-2021-00161,2021-04-20 ~2021-04-30,대저2동1통5반,"마을 놀이터에서 발견,밝은갈색,구충제도포,1차예방접종",부산동물보호센터,부산광역시 강서구청
6,보호중,[개] 믹스견,암컷,0.0,갈색,2021,4.2,부산-강서-2021-00162,2021-04-20 ~2021-04-30,대저2동1통5반,"마을 놀이터에서 발견,갈색,입부분만 검정색,구충제도포,1차",부산동물보호센터,부산광역시 강서구청
7,종료(자연사),[개] 믹스견,수컷,0.0,검정+흰색,2017,5.8,부산-기장-2021-00124,2021-04-20 ~2021-04-30,장안읍 반룡리 산 152-20 부근,"예민함, 입질 있음",누리동물병원,부산광역시 기장군청
8,종료(자연사),[개] 믹스견,수컷,0.0,흰색,2017,7.2,부산-기장-2021-00125,2021-04-20 ~2021-04-30,장안읍 반룡리 산 152-20 부근,"예민함, 입질 있음",누리동물병원,부산광역시 기장군청
9,완료(귀가),[개] 믹스견,수컷,0.0,갈색,2015,230,대구-동구-2021-00081,2021-04-20 ~2021-04-30,불로 119,다리가 짧음,대구유기동물보호센터,대구광역시 동구청
10,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2019,3.25,대구-서구-2021-00088,2021-04-20 ~2021-04-30,평리동564-4,성격온순,대구시수의사회,대구광역시 서구청
11,완료(입양),[개] 시츄,수컷,1.0,"검정&8070,;흰색",2019,,대구-수성-2021-00110,2021-04-20~2021-04-30,황금동 Ｌ6 전자 주차장,순함,신세계동물병원,대구광역시 수성구청
