,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(입양),[개] 믹스견,암컷,0.0,갈색,2019,9,부산-강서-2021-00126,2021-0404~2021-04-ㄱ14,낙동북로 73번길 16,"&8000,#491009(은갈색,온순함,너무 밝은 성격,강서구1-101호",부산동물보호센터,부산광역시 강서구청
1,완료(귀가),[개] 믹스견,수컷,0.0,흰,2014,10,광주-서구-2021-00098,2021-0404~2021-04-ㄱ14,서구 풍암동,21-0391 복실,광주 동물보호소,광주광역시 서구청
2,완료(입양),,암컷,,흑백,2020,7.7,경기-성남-2021-00163,2021-04-04~2021-04-14,중앙공원,진드기감염,펫토피아동물병원,경기도 성남시청
3,종료(기증),[개] 비송 프리제,수컷,0.0,백,2019,4.1,경기-안양-2021-00051,2021-04(04~2021-04-ㄱ74,,순함. 흰 옷에 큰 곰돌이. 오른쪽뒷다리 미용흔적 및 멍 있음.,한국야생동물보호협회,경기도 안양시청
4,완료(귀가),[개] 말티즈,수컷,1.0,백,2015,4.6,경기-안양-2021-00052,2021-04-04~2021-04-ㄱ74,비산지구대에서 인수,순함. 발부분 미용. 칩있음. 이름 해피.,한국야생동물보호협회,경기도 안양시청
5,종료(자연사),[개] 시베리안 허스키,수컷,0.0,갈색,2017,30,경기-평택-2021-00646,2021-04-04~2021-04-14,송담리 큰도로,순함,평택시유기동물보호소,경기도 평택시청
6,종료(안락사),[개] 바센지,수컷,0.0,흰색,2018,14,경기-평택-2021-00647,2021-04-04~2021-04-14,안중 119,경계함,평택시유기동물보호소,경기도 평택시청
7,종료(기증),[개] 치와와,암컷,,흑갈,2019,5.8,경기-안산-2021-00269,2021-0404~2021-04-ㄱ14,원선파출소에서 인수,부정교합. 주황하네스. 보라색 끈. 비만. 경계심많음. 겁많음.,한국야생동물보호협회,경기도 안산시청
8,완료(귀가),[개] 믹스견,암컷,0.0,갈,2021,6,경기-안산-2021-00270,2021-0404~2021-04ㄱ74,이동540-9 부근,3개월추정. 순함.,한국야생동물보호협회,경기도 안산시청
9,완료(귀가),[개] 믹스견,수컷,0.0,백,2017,13,경기-안산-2021-00271,2021-04(04~2021-04-ㄱ14,원곡다문화파출소에서 인수,"빨간목줄, 순함. 꼬리 위로 말려있음.",한국야생동물보호협회,경기도 안산시청
10,종료(자연사),[개] 믹스견,수컷,0.0,흰색,2021,1.0,경기-남양주-2021-00397,2021-04-04~2021-04-14,모란공원,어린강아지임,남양주동물보호협회,경기도 남양주시청
11,종료(자연사),[개] 믹스견,암컷,0.0,흰색,2021,0.7,경기-남양주-2021-00398,2021-04-04~2021-04-14,모란공원,어린강아지임,남양주동물보호협회,경기도 남양주시청
12,종료(자연사),[개] 믹스견,암컷,0.0,흰색,2021,1.1,경기-남양주-2021-00399,2021-04-04~2021-04-14,모란공원,어린강아지임,남양주동물보호협회,경기도 남양주시청
13,종료(자연사),[개] 믹스견,암컷,0.0,흰색,2021,0.7,경기-남양주-2021-00400,2021-04-04~2021-04-14,모란공원,어린강아지임,남양주동물보호협회,경기도 남양주시청
14,종료(자연사),[개] 믹스견,수컷,0.0,흰색,2021,0.9,경기-남양주-2021-00401,2021-04-04~2021-04-14,모란공원,어린강아지임,남양주동물보호협회,경기도 남양주시청
15,완료(입양),[개] 믹스견,수컷,,흰갈색얼룩,2021,3,경기-양평-2021-00130,2021-04-04~2021-04-14,신화길108,순하고 겁이 있음.,양평군유기동물보호소,경기도 양평군청
16,종료(안락사),[개] 믹스견,수컷,,흰색,2017,20,경기-양평-2021-00131,2021-04-04~2021-04-14,황서배길115,순하고 경계있음,양평군유기동물보호소,경기도 양평군청
17,완료(귀가),[개] 프렌치 불독,수컷,1.0,흰색,2017,8,충북-청주-2021-00283,2021-0404~2021-04-ㄱ14,봉명동 219-2번지 인근,동물등록되어있음. 주인반환 예정,반려동물보호센터,충청북도 청주시청
18,보호중,[개] 믹스견,,,,,,충북-청주-2021-00284,2021-0404~2021-04-ㄱ14,죽림동 120-12,"교통사고 추정, 뒷다리를 잘 못쓰는 상태",반려동물보호센터,충청북도 청주시청
19,종료(자연사),[개] 믹스견,암컷,0.0,흰색,2021,2.6,전북-진안-2021-00053,2021-04-04~2021-04-14,진안읍,온순함,행복한동물병원,전라북도 진안군청
20,종료(자연사),[개] 믹스견,암컷,0.0,흰색갈색,2021,2.6,전북-진안-2021-00054,2021-04-04~2021-04-14,진안읍,온순함,행복한동물병원,전라북도 진안군청
21,종료(자연사),[개] 믹스견,암컷,0.0,흰색,2021,1.8,전북-진안-2021-00055,2021-04-04~2021-04-14,진안읍,온순함,행복한동물병원,전라북도 진안군청
22,완료(입양),[개] 진도견,수컷,0.0,흰색갈색,2020,15,전북-진안-2021-00056,2021-04-04~2021-04ㄱ74,진안읍 탄곡길 79,온순함,행복한동물병원,전라북도 진안군청
23,완료(입양),[개] 믹스견,수컷,0.0,황흑,2021,2.5,경북-포항-2021-00412,2021-04,경북 포항시 남구 오천읍 해병로 냉천 인근,"3마리같이,1개월,이제 막 이빨나려는 중,대형견아기,코에 진",영일동물플러스,경상북도 포항시청
