,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,공고중,[개] 말티즈,수컷,1.0,흰색,2018,,부산-강서-2021-00219,2021-05-14~2021-05-24,맥도강변길951,"부분미용,흰색+빨강옷착용,온순함,강서구1-160호",부산동물보호센터,부산광역시 강서구청
1,공고중,[개] 믹스견,수컷,0.0,"검,흰",2018,15,부산-강서-2021-00220,2021-05-14~2021-05-24,대저동,"활발한 성격,진드기,강서구1-161호",부산동물보호센터,부산광역시 강서구청
2,공고중,[개] 믹스견,수컷,0.0,흰검,2021,3.9,대구-중구-2021-00077,2021-005-74~2021-05-24,서문시장,"영양실조, 많이 말랐음",대구시수의사회,대구광역시 중구청
3,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2013,4.5,대구-서구-2021-00149,2021-05-14~2021-05-24,,큐빅이 있는 목걸이 착용,대구시수의사회,대구광역시 서구청
4,공고중,[개] 믹스견,수컷,0.0,"흑,백",2019,14.5,대구-달성-2021-00223,2021-05-14~2021-05-24,다사읍 죽곡리 817,"위생 불량, 진드기 감염",119동물병원,대구광역시 달성군청
5,공고중,[개] 말티즈,수컷,1.0,흰,2014,5,광주-남구-2021-00145,2021-05-14~2021-05-24,남구 월산119,21-0554 모리,광주 동물보호소,광주광역시 남구청
6,종료(자연사),[개] 믹스견,수컷,0.0,"갈,흰",2015,2,광주-남구-2021-00146,2021-05-14~2021-05-24,남구 덕림동,"21-0555 태식, 경계, 올무로 인해 부상 (현재 제거함), 치료중",광주 동물보호소,광주광역시 남구청
7,완료(귀가),[개] 믹스견,수컷,0.0,백황,2019,4.00,대전-중구-2021-00105,2021-05-14~2021-05-24,문화동 문화주공 2단지 208동앞 버스정류장 주변,교통사고 선비동물병원진료,대전동물보호센터,대전광역시 중구청
8,완료(귀가),[개] 푸들,수컷,0.0,검,2019,4.00,대전-중구-2021-00106,2021-005-14~2021-05-24,문창동 오토바이거리 4거리 주변,",",대전동물보호센터,대전광역시 중구청
9,완료(귀가),[개] 포메라니안,암컷,,백,2017,4,대전-대덕-2021-00116,2021-05-14~2021-05-24,대전광역시 대덕구 중리동 중리지구대 주변,,대전동물보호센터,대전광역시 대덕구청
10,완료(귀가),[개] 믹스견,수컷,0.0,검정,2016,2016,울산-남구-2021-00219,2021-05-14~2021-05-24,남구청인근,"순하고 착함, 건강양호",강남동물병원,울산광역시 남구청
11,공고중,[개] 진도견,수컷,0.0,흰색,2018,18.5,울산-울주-2021-00320,2021-05-14~2021-05-24,웅존면 괴천길 17-6,믹스추정/경계심 심함/,울산유기동물보호센터,울산광역시 울주군청
