,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(입양),[개] 푸들,수컷,1.0,9106[,2019,2.94,서울-용산-2021-00040,2021-04-08 ~2021-04-19,이태원 역사공원 놀이터 근처,"배꼽 쪽에 조그마한 탈장같은 것 보임, 미용한 털, 다리 쪽 털",이태원동물병원,서울특별시 용산구청
1,보호중,[개] 믹스견,암컷,0.0,흰,2019,2019,서울-양천-2021-00042,2021-04-08 ~2021-04-ㄱ19,신월동서서울호수공원 (다음48),치석없고녹색목줄착용하고있으며온순하고잘따르며경계심없,강현림동물병원,서울특별시 양천구청
2,완료(귀가),[개] 웰시 코기 브로크,수컷,0.0,흰,2017,2017,서울-양천-2021-00043,2021-04-08 ~2021-04-19,신월동서서울호수공원 (다음4-9),치석약간잇고주황색목줄과빨강색와이어줄착용하고있으며온,강현림동물병원,서울특별시 양천구청
3,완료(입양),[개] 믹스견,수컷,1.0,갈색,2016,6.8,서울-관악-2021-00111,2021-04-08 ~2021-04-19,남부순환로247다길11,"순하고사람잘따름,겁이많음,칩없음",러브펫종합동물병원,서울특별시 관악구정
4,보호중,[개] 푸들,암컷,0.0,갈색,2015,3.5,서울-강동-2021-00048,2021-04-08 ~2021-04-19,고덕로 23길 21,견주가 양로원입원으로 소유권 포기/ 왼쪽 백내장초기/ 치석,강동리본센터,서울특별시 강동구청
5,완료(귀가),[개] 말티즈,수컷,1.0,흰색,2014,4.7,서울-강동-2021-00049,2021-04-08 ~2021-04-19,천호 우성아파트 3동 앞,오른쪽앞발발바닥발톱으로인한 통증/치석심함이빨부러져있,강동리본센터,서울특별시 강동구청
6,완료(입양),[개] 믹스견,수컷,0.0,흰색회색,2012,3,부산-서구-2021-00099,2021-04-008 ~2021-04-19,엄광산로 126번길 21,"흰색바탕털에 귀털만 회색,앙증맞은 외모,서구1-65호",부산동물보호센터,부산광역시 서구청
7,완료(입양),[개] 포메라니안,암컷,,갈색,2017,,부산-북구-2021-00071,2021-04-08 ~2021-04ㄱ79,화명동 방송통신대학교,,부산동물보호센터,부산광역시 북구청
8,보호중,[개] 믹스견,수컷,0.0,"갈색,회색,검정",2019,5.5,부산-북구-2021-00072,2021-04-08 ~2021-04-19,덕천제일교회,"겁이많음,북구1-45호",부산동물보호센터,부산광역시 북구청
9,완료(입양),[개] 푸들,암컷,,갈색,2017,3.3,부산-기장-2021-00109,2021-04-08 ~2021-04-19,화전리 39-2 부근,"금색목걸이, 매우순함",누리동물병원,부산광역시 기장군청
10,완료(입양),[개] 믹스견,수컷,0.0,검정+흰색,2020,5.4,부산-기장-2021-00110,2021-04-08~2021-04ㄱ79,장안산단1로11,양호,누리동물병원,부산광역시 기장군청
11,종료(자연사),[개] 믹스견,수컷,0.0,갈색+검정색,2019,15,부산-기장-2021-00111,2021-004-08~2021-04-ㄱ79,기장읍 백동길 246 부근,빨간색 목줄착용,누리동물병원,부산광역시 기장군정
12,완료(입양),[개] 말티즈,수컷,0.0,흰,2016,3,광주-서구-2021-00114,2021-04-08 ~2021-04-19,서구 광천동,21-0425럭스,광주 동물보호소,광주광역시 서구청
13,종료(방사),[개] 믹스견,수컷,0.0,흰,2019,18,광주-남구-2021-00071,2021-04-08 ~2021-04-19,남구 임암동,21-0424 록키,광주 동물보호소,광주광역시 남구청
14,종료(안락사),[개] 믹스견,수컷,0.0,흰,2020,13,광주-북구-2021-00182,2021-04-08 ~2021-04-19,북구 각화동,21-0426 모리,광주 동물보호소,광주광역시 북구청
15,종료(자연사),[개] 믹스견,수컷,0.0,흰,2020,13,광주-북구-2021-00183,2021-004-08 ~2021-04-ㄱ79,북구 각화동,21-0427 모란,광주 동물보호소,광주광역시 북구청
16,완료(귀가),[개] 포메라니안,수컷,1.0,초컬렛 색,2019,3,광주-광산-2021-00200,2021-04-08 ~2021-04-19,광산구 월곡동,21-0423 초코,광주 동물보호소,광주광역시 광산구청
17,완료(입양),[개] 믹스견,수컷,0.0,갈색,2021,6.5,울산-북구-2021-00062,2021-04-08 ~2021-04-19,북구 정자 바다 근처,"어림,활발함",쿨펫동물병원,울산광역시 북구청
18,완료(입양),[개] 닥스훈트,수컷,0.0,갈색,2019,4.5,울산-북구-2021-00063,2021-04-08 ~2021-04-19,라메르판지 카페 앞 도로,마름,쿨펫동물병원,울산광역시 북구청
19,완료(귀가),[개] 진도견,암컷,0.0,황백,2018,20,경기-수원-2021-00171,2021-04008~2021-0479,팔달구 권광로 293(청소년문화센터),소유자 연락 당음,수원시 동물보호센터,경기도 수원시청
20,완료(입양),[개] 시츄,암컷,,갈색,2011,2.9,경기-성남-2021-00171,2021-004-08 ~2021-047ㄱ79,도촌파출소,"좌측안구 위측,건성각결막염",펫토피아동물병원,경기도 성남시청
21,보호중,[개] 진도견,수컷,0.0,갈색,2016,19,경기-성남-2021-00172,2021-004-08~2021-047ㄱ79,이매동119구조대,중성화 안됨,펫토피아동물병원,경기도 성남시청
22,완료(귀가),[개] 믹스견,수컷,0.0,흰,2018,23,경기-부천-2021-00183,2021-04-08 ~2021-04-19,오정동1543,쇠 체인 목줄 착용,부천시수의사회,경기도 부천시청
23,완료(귀가),[개] 골든 리트리버,수컷,0.0,갈색,2016,42,경기-부천-2021-00184,2021-04-08 ~2021-04-19,송내고등학교,순하고 사람을 잘따름,가나동물병원,경기도 부천시청
24,완료(귀가),[개] 푸들,수컷,1.0,갈색,2021,3.8,경기-부천-2021-00185,2021-04-08 ~2021-04-ㄱ19,내동지구대,내장칩 되어있음(보호자 연락중),가야동물병원,경기도 부천시청
25,완료(입양),[개] 믹스견,수컷,0.0,"갈,검",2020,6.8,경기-부천-2021-00186,2021-04-08 ~2021-04-18,범안로 220 지하주차장,"꼬리미용 되어있음, 순함, 치아깨끗",24시아이동물메디컬,경기도 부천시청
26,완료(입양),[개] 푸들,수컷,1.0,갈,2019,6.2,경기-부천-2021-00187,2021-04-08 ~2021-04-ㄱ18,범박휴먼시아 1단지 105동,"'강아지무료분양,데려가잘키우세요'적힌 쪽지와 함께 발견,순",24시아이동물메디컬,경기도 부천시청
27,완료(입양),[개] 믹스견,암컷,0.0,기타,2018,2.3,경기-평택-2021-00664,2021-04-008 ~2021-04-19,배미3길 19,기립불능,평택시유기동물보호소,경기도 평택시청
28,종료(안락사),[개] 믹스견,암컷,0.0,호피무늬,2021,5.2,경기-평택-2021-00665,2021-04-08 ~2021-04-19,수부길 13-60,2개월추정,평택시유기동물보호소,경기도 평택시청
29,완료(입양),[개] 믹스견,수컷,0.0,갈색,2019,5.2,경기-평택-2021-00666,2021-04-008 ~2021-04-19,문곡길162-94,경계심함,평택시유기동물보호소,경기도 평택시청
30,완료(입양),[개] 믹스견,암컷,,백갈흑,2020,4,경기-안산-2021-00284,2021-04008~2021-0479,수암봉 등산로입구 부근,순함. 뒷다리 안쪽 습진. 걸을 때 왼쪽 뒷다리 살짝 들고 걸음.,한국야생동물보호협회,경기도 안산시청
31,종료(안락사),[개] 믹스견,암컷,0.0,흑백,2018,25,경기-안산-2021-00285,2021-04-08~2021-04-ㄱ79,장하동 48-1 부근,겁많음. 예민함. 초록목줄. 입마개함. 발흰색.,한국야생동물보호협회,경기도 안산시청
32,완료(귀가),[개] 웰시 코기 브로크,수컷,0.0,갈백,2018,11,경기-안산-2021-00287,2021-004-08 ~2021-04-ㄱ79,신길동 1404-18 부근,순함. 꼬리단미.,한국야생동물보호협회,경기도 안산시청
33,완료(귀가),[개] 믹스견,수컷,0.0,검정.흰색,2021,5.6,경기-남양주-2021-00408,2021-04-08 ~2021-04-19,답내리 2202,어린강아지며 사람을 잘따름,남양주동물보호협회,경기도 남양주시청
34,종료(안락사),[개] 믹스견,수컷,0.0,황색,2013,7.8,경기-남양주-2021-00409,2021-04-08~2021-04-ㄱ79,청학리418-3,인도에 쇠줄로 묶어둥.연갈색 목줄착용.온순함,남양주동물보호협회,경기도 남양주시청
35,완료(귀가),[개] 라브라도 리트리버,암컷,0.0,크림색,2021,11,경기-오산-2021-00052,2021-04-08 ~2021-04-19,공648-19,네이비색목줄착용,오산시수의사회,경기도 오산시청
36,보호중,[개] 믹스견,암컷,,흑회백,2021,9,경기-시흥-2021-00217,2021-04-08 ~2021-04-20,시흥시농업기술센터에서 인수,나이미상. 겁많음. 경계심많음.,한국야생동물보호협회,경기도 시흥시청
37,완료(귀가),[개] 말티즈,암컷,,백,2018,2.4,경기-시흥-2021-00218,2021-04-08 ~2021-04-20,시화파출소에서 인수,순함.,한국야생동물보호협회,경기도 시흥시청
38,완료(입양),[개] 믹스견,수컷,0.0,검회색,2021,1,경기-하남-2021-00124,2021-04-08 ~2021-04-19,검단산로307,20일령 애기,하남동물병원,경기도 하남시청
39,완료(입양),[개] 믹스견,수컷,0.0,흰색,2021,2,경기-하남-2021-00125,2021-04-08 ~2021-04-19,초이로106,2달애기,하남동물병원,경기도 하남시청
40,완료(입양),[개] 믹스견,암컷,0.0,시츄색,2021,2[,경기-하남-2021-00126,2021-04-08 ~2021-04-19,초이로106,2달애기,하남동물병원,경기도 하남시청
41,완료(귀가),[개] 올드 잉글리쉬 쉼독,수컷,0.0,회색,2017,30,경기-용인-2021-00256,2021-04-08 ~2021-04-19,수지구 신봉동 477,"체인 목줄, 검정색 하네스 착용, 목덜미와 등 피부상태 안좋음,",용인시 동물보호센터,경기도 용인시청
42,종료(안락사),[개] 믹스견,수컷,0.0,"갈색,검정",2018,15.3,경기-파주-2021-00210,2021-04-08 ~2021-04-19,,,파주독 애견호텔,경기도 파주시청 101
43,종료(안락사),[개] 믹스견,암컷,,검,2021,,경기-김포-2021-00161,2021-04-08 ~2021-04-19,월꽂면 용강로37번길 76-30 인근,양귀반접힘. 코검정. 사람따름. 암전함.,한국동물구조관리협회,경기도 김포시청
44,종료(안락사),[개] 믹스견,암컷,,갈,2021,2021,경기-김포-2021-00162,2021-04-08 ~2021-04-19,월꽂면 용강로37번길 76-30 인근,양귀반접힘. 코검정. 겁약간. 사람따름. 암전함.,한국동물구조관리협회,경기도 김포시청
45,완료(입양),[개] 믹스견,수컷,0.0,블랙탄,2018,20,경기-양평-2021-00135,2021-04-08 ~2021-04-19,중동리산20ㄱ7,순하고 사람을 잘 따름.,양평군유기동물보호소,경기도 양평군청
46,종료(안락사),[개] 셰퍼드,암컷,,"갈색,검정",2018,30,경기-화성-2021-00454,2021-04-08 ~2021-04-19,남양읍 온석리 1-3 호성주유소,성격이 매우 밝고 사람을 좋아한다 가슴부분이 밝은털이다,남양유기견보호센터,경기도 화성시청
47,종료(기증),[개] 라브라도 리트리버,암컷,0.0,갈색,2018,30.00,경기-광주-2021-00180,2021-04-08 ~2021-04-19,광주시 초월읍 대쌍령리 일대,"4-14,칩없음, 갈색 가죽목줄착용, 온순하고 활발함",광주1\0동물병원초월,경기도 광주시청
48,보호중,[개] 믹스견,암컷,0.0,흰색,2020,13.00,경기-여주-2021-00198,2021-004-08~2021-04ㄱ79,월송동 우암로,,위더스 동물보호센터,경기도 여주시청
49,완료(입양),[개] 라브라도 리트리버,암컷,0.0,검정색,2015,30.00,경기-여주-2021-00199,2021-04-08 ~2021-04-19,금사면 궁리,"목떠착용, 매우온순함",위더스 동물보호센터,경기도 여주시청
50,종료(자연사),[개] 믹스견,암컷,0.0,"황색, 크림색",2021,1.80,경기-여주-2021-00200,2021-004-08~2021-04ㄱ79,천송동 천송리 마을회관부근,"사람을 좋아하며, 매우온순함",위더스 동물보호센터,경기도 여주시청
51,종료(자연사),[개] 믹스견,암컷,0.0,황갈색,2021,3.50,경기-여주-2021-00201,2021-04-08~2021-04-ㄱ79,명곡동 전원주택 단지,"사람을 좋아하며, 매우온순함",위더스 동물보호센터,경기도 여주시청
52,완료(입양),[개] 믹스견,암컷,0.0,"흰색, 갈색",2021,3.00,경기-여주-2021-00202,2021-04-08~2021-04-ㄱ79,명곡동 전원주택 단지,"사람을 좋아하며, 매우온순함",위더스 동물보호센터,경기도 여주시청
53,보호중,[개] 믹스견,암컷,0.0,흰갈색,2018,3,강원-동해-2021-00063,2021-04-008 ~2021-04-19,동해시 북평동 북평주공 앞,상태양호,동해시유기동물보호소,강원도 동해시청
54,보호중,[개] 믹스견,암컷,0.0,재색,2021,5,강원-정선-2021-00063,2021-04-08 ~2021-04-15,정선군 북평면 졸드루길 115,건강상태양호,다나동물병원,강원도 정선군청
55,완료(입양),[개] 믹스견,암컷,0.0,갈색,2021,2.1,강원-정선-2021-00064,2021-04-08~2021-04-ㄱ75,여량면 상고사리길 40,건강상태양호,정선가축병원,강원도 정선군정
56,완료(입양),[개] 믹스견,수컷,0.0,갈색,2021,1.8,강원-정선-2021-00065,2021-04-08 ~2021-04-15,여량면 상고사리길 40,건강상태양호,정선가축병원,강원도 정선군정
57,완료(입양),[개] 믹스견,암컷,0.0,흰색,2021,2,강원-정선-2021-00066,2021-04-08 ~2021-04-15,여량면 상고사리길 40,건강상태양호,정선가축병원,강원도 정선군정
58,완료(입양),[개] 믹스견,암컷,0.0,흰색,2021,2.2,강원-정선-2021-00067',2021-04-08 ~2021-04-15,여량면 상고사리길 40,건강상태양호,정선가축병원,강원도 정선군정
59,완료(입양),[개] 믹스견,수컷,0.0,흰색,2021,1.9,강원-정선-2021-00068,2021-04-08 ~2021-04-15,여량면 상고사리길 40,건강상태양호,정선가축병원,강원도 정선군정
60,완료(입양),[개] 믹스견,수컷,0.0,갈색,2021,1.6,강원-정선-2021-00069,2021-04-08 ~2021-04-15,여량면 상고사리길 40,건강상태양호,정선가축병원,강원도 정선군정
61,종료(안락사),[개] 말티즈,수컷,0.0,흰색,2013,4,강원-정선-2021-00070,2021-04-08 ~2021-04-15,정선읍 와평1길 53 도로건설 현장 사무실,"뒷다리 부상 심함 , 백내장 등 건강상태 안좋음",정선가축병원,강원도 정선군정
62,완료(입양),[개] 믹스견,수컷,0.0,흰색,2021,4.2,강원-정선-2021-00071,2021-04-08 ~2021-04-15,정선읍 북대길 10-9,건강상태양호,정선가축병원,강원도 정선군정
63,종료(자연사),[개] 믹스견,암컷,,갈색,2018,,강원-양양-2021-00043,2021-04-08 ~2021-04-19,강원도 양양군 양양읍 남문 7길 101,"사람경계가심함,",양양군유기동물보호소,강원도 양양군청
64,종료(자연사),[개] 믹스견,수컷,,갈색,2018,,강원-양양-2021-00044,2021-04-08 ~2021-04-19,강원도 양양군 양양읍 남문7길 10ㄱ,"사람경계가심함,",양양군유기동물보호소,강원도 양양군청
65,완료(귀가),[개] 포메라니안,수컷,0.0,흰갈,2019,30,충북-충주-2021-00138,2021-04-08 ~2021-04-17,삼원세차장,순함 사상충음성,충주시동물보호센터,충청북도 충주시청
66,완료(입양),[개] 믹스견,암컷,0.0,흰색,2020,8.2,충북-제천-2021-00073,2021-04-008 ~2021-04-19,신월동 Ｌ[6충전소 뒤,온순하고 꼬리가 없음,제천시 동물보호센터,충청북도 제천시청
67,보호중,[개] 믹스견,수컷,0.0,검정색,2020,20,충북-옥천-2021-00088,2021-04-008 ~2021-04-19,옥천읍 가화리 다산금빚아파트 인근,[관리번호 88]성격이 매우 순함,옥천동물병원,충청북도 옥천군청
68,보호중,[개] 골든 리트리버,수컷,0.0,갈색,2021,10,충북-옥천-2021-00089,2021-04-08 ~2021-04-19,이원면 평계리 인근,[관리번호 89] 성격이 순함,옥천동물병원,충청북도 옥천군청
69,보호중,[개] 믹스견,수컷,0.0,검정,2021,2021,충북-옥천-2021-00090,2021-04-08 ~2021-04-19,동이면 지양2길 31-2,[관리번호 90] 사람을 잘 따름,옥천동물병원,충청북도 옥천군청
70,보호중,[개] 믹스견,수컷,0.0,아이보리,2021,15,충북-옥천-2021-00091,2021-04-08 ~2021-04-19,이원면 동이농공로,[관리번호 91]성격이 유순함,옥천동물병원,충청북도 옥천군청
71,종료(안락사),[개] 믹스견,암컷,0.0,"흰색, 갈색무늬",2018,5.8,충북-영동-2021-00068,2021-04-08 ~2021-04-19,학산면 영동로 714번지 학산주유소(포획틀 설치),"야간구조, 미등록, 목줄 미착용, 후지 좌측 파행 및 염증",최종주동물병원,충청북도 영동군청
72,완료(입양),[개] 치와와,수컷,0.0,"갈색,검정색",2019,4,충북-청주-2021-00302,2021-04-08 ~2021-04-ㄱ79,사직동 고려동물메디컬센터,깨끗하고 겁이 많은 아이,반려동물보호센터,충청북도 청주시정
73,보호중,[개] 믹스견,암컷,,갈색,2019,25,충남-아산-2021-00299,2021-04-08 ~2021-04-19,점양동 122 리아또카페 앞,484호(관리) 299호(공고),아산시동물보호센터,충청남도 아산시청
74,완료(귀가),[개] 골든 리트리버,암컷,,갈색,2020,30,충남-아산-2021-00300,2021-04-08 ~2021-04-19,신창면 읍내리 457-2,485호(관리) 300호(공고),아산시동물보호센터,충청남도 아산시청
75,종료(안락사),[개] 믹스견,수컷,0.0,갈색,2016,14.16,충남-서산-2021-00174,2021-04-08 ~2021-04-15,서산시 해미면 대곡원터길14-35,사람을 경계함,성심동물의료센터,충청남도 서산시청
76,종료(안락사),[개] 진도견,암컷,,흰색,2015,20.48,충남-서산-2021-00175,2021-04-08 ~2021-04-15,해미면 아담아파트,파란바탕에 붉은 줄무늬 목줄착용. 운동화끈으로 리드줄 함.,성심동물의료센터,충청남도 서산시청
77,종료(자연사),[개] 믹스견,암컷,0.0,흰색,2021,0.62,충남-서산-2021-00176,2021-04-08 ~2021-04-15,부춘산 전망대부근,20일 추정됨.동복견4두 함께구조됨.,성심동물의료센터,충청남도 서산시청
78,완료(입양),[개] 믹스견,암컷,0.0,흰색,2021,0.88,충남-서산-2021-00177',2021-04-08 ~2021-04-15,부춘산 전망대부근,20일 추정됨.동복견4두 함께구조됨.,성심동물의료센터,충청남도 서산시청
79,종료(자연사),[개] 믹스견,암컷,0.0,흰색,2021,1.28,충남-서산-2021-00178,2021-04-08 ~2021-04-15,부춘산 전망대부근,20일 추정됨.동복견4두 함께구조됨.,성심동물의료센터,충청남도 서산시청
80,완료(입양),[개] 믹스견,암컷,0.0,"흰색 ,검정",2021,0.76,충남-서산-2021-00179,2021-04-08 ~2021-04-15,부춘산 전망대부근,20일 추정됨.동복견4두 함께구조됨.,성심동물의료센터,충청남도 서산시청
81,보호중,[개] 믹스견,암컷,,"흰,갈,검",2021,0.80,충남-당진-2021-00174,2021-04-08 ~2021-04-19,당진시 면천서문2길 42-20,"2개월,피부병,약간 기침,순함",당진시동물보호소,충청남도 당진시청
82,종료(안락사),[개] 믹스견,수컷,0.0,흰색,2019,7,전북-전주-2021-00420,2021-04-08 ~2021-04-19,삼천공덕길 36주변,온순함,행복한동물병원,전라북도 전주시청
83,완료(입양),[개] 믹스견,암컷,0.0,흰,2021,2021,전북-전주-2021-00421,2021-04-008 ~2021-04-19,인후동 전자랜드근처,온순하고 잘 따름,프렌즈동물병원,전라북도 전주시청
84,종료(안락사),[개] 믹스견,암컷,1.0,아이보리,2020,4.5,전북-남원-2021-00209,2021-004-08~2021-04-ㄱ19,아영 해맑은어린이집 부근,태어어난지 7개월 추정,청원동물병원,전라북도 남원시청
85,완료(입양),[개] 믹스견,수컷,0.0,연갈색,2020,6,전북-남원-2021-00210,2021-04-08 ~2021-04-19,대산면 노산마을,피부질환,하나동물병원,전라북도 남원시청
86,종료(안락사),[개] 믹스견,수컷,0.0,검은색 및 갈색,2021,3.1,전북-남원-2021-00211,2021-04-08~2021-04-ㄱ79,식정동 부근,태어난지 3개월 추정,청원동물병원,전라북도 남원시청
87,종료(자연사),[개] 믹스견,수컷,,검은색 및 흰색,2020,7,전북-남원-2021-00212,2021-04-08 ~2021-04-19,송동면 세전리 1401-13,피부질환(개선충),하나동물병원,전라북도 남원시청
88,종료(안락사),[개] 믹스견,암컷,0.0,아이보리,2018,9.5,전북-남원-2021-00213,2021-04-08 ~2021-04-19,아영 해맑은어린이집부근,들개 성질이 있음,청원동물병원,전라북도 남원시청
89,종료(안락사),[개] 믹스견,암컷,0.0,아이보리,2020,3.8,전북-남원-2021-00214,2021-04-08 ~2021-04-19,식정동 부근,태어난지 5개월 추정,청원동물병원,전라북도 남원시청
90,완료(입양),[개] 믹스견,수컷,0.0,베이지색,2020,6,전북-김제-2021-00125,2021-04-008 ~2021-04-23,김제시 용지면 예촌리 산 38-4,순하다,전북말산업복합센터,전라북도 김제시청
91,종료(안락사),[개] 믹스견,수컷,,검정색,2021,3,전북-장수-2021-00041,2021-04-008 ~2021-04-23,천천면 월곡리,겁이 많은 검정색의 믹스견,제이준동물병원,전라북도 장수군청
92,보호중,[개] 믹스견,수컷,,검은색갈색호피무늬,2021,3,전북-장수-2021-00042,2021-04-08 ~2021-04-23,천천면 월곡리,검은색에 갈색을 띄 호피무늬 믹스견,제이준동물병원,전라북도 장수군청
93,보호중,[개] 믹스견,수컷,,황색,2007,9,전북-장수-2021-00043,2021-04-008 ~2021-04-23,계남면 가곡길,활발하고 사람을 잘따름,제이준동물병원,전라북도 장수군청
94,보호중,[개] 믹스견,수컷,,흰색,2009,9,전북-장수-2021-00044,2021-04-008 ~2021-04-23,계남면 가곡길,조심스럽지만 사람을 따름,제이준동물병원,전라북도 장수군청
95,완료(입양),[개] 풍산견,암컷,0.0,흰색,2021,11,전북-임실-2021-00055,2021-04-08 ~2021-04-23,임실 정월리 당목회관,"빨간색 목줄, 후구마비",박영재동물병원,전라북도 임실군청
96,종료(자연사),[개] 믹스견,암컷,,밝은갈색,2018,81,전북-부안-2021-00085,2021-04-08 ~2021-04-19,부안읍 석동마을,"마르고 순함,얀 쇠목줄착용중",연합동물병원,전라북도 부안군청
97,완료(입양),[개] 믹스견,수컷,0.0,연한갈색,2021,3.9,전남-여수-2021-00178,2021-04-08 ~2021-04-19,소라면 현천 소라초 인근,(입양예정)2개월령. 온순함.,유기동물보호소,전라남도 여수시청
98,완료(입양),[개] 믹스견,암컷,0.0,밤갈색,2021,3.5,전남-여수-2021-00179,2021-04-08 ~2021-04-19,소라면 현천 소라초 인근,2개월령. 온순함.,유기동물보호소,전라남도 여수시청
99,완료(입양),[개] 믹스견,암컷,0.0,연갈색,2021,3.4,전남-여수-2021-00180,2021-04-08 ~2021-04-19,소라면 현천 소라초 인근,2개월령. 온순함.,유기동물보호소,전라남도 여수시청
100,완료(귀가),[개] 미니어쳐 핀셔,수컷,0.0,갈검색,2018,5.35,전남-순천-2021-00173,2021-04-08 ~2021-04-19,서면구상리 미니핀,"종합백신접종,코로나접종,광견병접종,레볼루션,프론트라인,",순천시유기동물보호소,전라남도 순천시청
101,보호중,[개] 시베리안 허스키,암컷,0.0,"흰색,검정",2018,25.3,전남-순천-2021-00174,2021-04-08 ~2021-04-19,해룡 남가1길 허스키,"종합백신접종,코로나접종,광견병접종,레볼루션,프론트라인,",순천시유기동물보호소,전라남도 순천시청
102,보호중,[개] 믹스견,수컷,0.0,갈색,2019,20.1,전남-순천-2021-00176,2021-04-08 ~2021-04-19,신대소방서 황구,"종합백신접종,코로나접종,광견병접종,레볼루션,프론트라인,",순천시유기동물보호소,전라남도 순천시청
103,종료(안락사),[개] 믹스견,암컷,0.0,갈검색,2018,5.67,전남-순천-2021-00175,2021-04-08 ~2021-04-19,주암 믹스,×3》판독결과,순천시유기동물보호소,전라남도 순천시청
104,보호중,[개] 믹스견,암컷,0.0,흰색,2018,10,전남-나주-2021-00196,2021-04-08 ~2021-04-19,노안면 이슬촌길 132-9,새끼를 난 지 얼마 안 되었고 경계가 심함.,빚고을애견,전라남도 나주시청
