,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(귀가),[개] 사모예드,수컷,0.0,흰색,2021,5,대구-수성-2021-00107,2021-04-18 ~2021-04-28,수성동1가585-3,-,제니스동물병원,대구광역시 수성구청
1,완료(귀가),[개] 믹스견,암컷,,검,2017,30,광주-남구-2021-00085,2021-04-18~2021-04-28,남구 봉선동,21-0459러브,광주 동물보호소,광주광역시 남구청
2,완료(입양),[개] 푸들,암컷,,살구,2014,,광주-남구-2021-00086,2021-04-18~2021-04-28,남구 사동,"21-0460 다신, 성대수술",광주 동물보호소,광주광역시 남구청
3,완료(입양),[개] 그레이 하운드,암컷,,검,2015,30,광주-광산-2021-00226,2021-04-18 ~2021-04-28,광산구 삼도동,"21-0456 무소, 다리에 상처",광주 동물보호소,광주광역시 광산구청
4,보호중,[개] 믹스견,수컷,0.0,흰,2017,5,광주-광산-2021-00227,2021-04-18~2021-04-28,광산구 월곡119,"21-0457 깜총, 초록색 하네스",광주 동물보호소,광주광역시 광산구청
5,보호중,[개] 믹스견,수컷,0.0,흰,2019,25,광주-광산-2021-00228,2021-04-18~2021-04-28,광산구 월곡119,21-0458 씩씩,광주 동물보호소,광주광역시 광산구청
6,완료(귀가),[개] 푸들,암컷,,흑백색,2009,4.5,경기-성남-2021-00190,2021-04-18~2021-04-28,상대원1908,"칩 있어서 주인연락됨, 치석 심함. 안구백탁",펫토피아동물병원,경기도 성남시청
7,보호중,[개] 믹스견,암컷,,갈흑,2017,1,경기-안양-2021-00056,2021-04-18~2021-04-28,석수동3463 부근,"주황목줄, 오른쪽 뒷다리 골절추정. 발부분 꺼인상태. 교통사",한국야생동물보호협회,경기도 안양시청
8,완료(입양),[개] 스피츠,암컷,,백,2018,5.2,경기-안양-2021-00057,2021-,화창로75 부근,순함.,한국야생동물보호협회,경기도 안양시청
9,완료(귀가),[개] 믹스견,수컷,0.0,흑,2020,16,경기-안산-2021-00314,2021-04-18~2021-04-28,월피동492-10 부근,경계심많음. 겁많음.,한국야생동물보호협회,경기도 안산시청
10,완료(귀가),[개] 믹스견,암컷,0.0,황색,2020,5.8,경기-남양주-2021-00451,2021-,비룡로141번지 32-25,어린강아지며 온순하나 겁이많음,남양주동물보호협회,경기도 남양주시청
11,완료(입양),[개] 포메라니안,수컷,1.0,흰색,2015,2.9,경기-남양주-2021-00452,2021-04-18~2021-04-28,묵현리 479-7,목줄없고 온순한편,남양주동물보호협회,경기도 남양주시청
12,완료(귀가),[개] 진도견,수컷,0.0,검정색,2020,9.00,경기-여주-2021-00211,2021-,상동 칠산길 또짱카센터 부근,"빨간색 목띠 착용, 사람을 잘따르며 매우온순함",위더스 동물보호센터,경기도 여주시청
13,완료(귀가),[개] 말티즈,암컷,,흰색,2018,3.5,충북-청주-2021-00333,2021-04-18~2021-04-28,모충동 서원대 후문 00편의점,"작은 체구에 동안인 얼굴을 가진, 좋은냄새나는 말티즈아이",반려동물보호센터,충청북도 청주시정
14,완료(귀가),[개] 믹스견,암컷,,흰색,2020,1,충북-청주-2021-00334,2021-04-18 ~2021-04-28,남청주 터미널 앞 야옹아 멍멍해봐,"낮선 상황에 조금은 겁에 질린상태, 발견당시는 순하였음",반려동물보호센터,충청북도 청주시청
15,완료(귀가),[개] 믹스견,암컷,,검정,2019,18,충북-청주-2021-00335,2021-04-18~2021-04-28,청주시 서원구 남이면 청남로 1484-54,큰 쇠목줄을 착용한 상태로 발견,반려동물보호센터,충청북도 청주시청
16,보호중,[개] 진도견,수컷,,흰색,2020,13,충북-청주-2021-00336,2021-04-18 ~2021-04-28,풍년로 26,초록색 목줄 착용,반려동물보호센터,충청북도 청주시청
