,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(귀가),[개] 말티즈,암컷,0.0,흰색,2018,4.0,부산-연제-2021-00058,2021-04-02 ~2021-04-12,연제로 2,"온순(주황염색), 연제구 1-25",청조동물병원,부산광역시 연제구정
1,완료(귀가),[개] 웰시 코기 프로크,수컷,1.0,갈색+흰색,2018,14.88,부산-기장-2021-00105,2021-04-002 ~2021-04-12,기장 월드컵빌리지 입구 부근,양호,누리동물병원,부산광역시 기장군청
2,보호중,[개] 비글,수컷,0.0,갈색+검정+흰색,2016,12,부산-기장-2021-00106,2021-04-02~2021-04-ㄱ72,기장군청 부근,양호,기장군,부산광역시 기장군정
3,보호중,[개] 비글,암컷,0.0,갈색+흰색,2016,12,부산-기장-2021-00107,2021-04-02~2021-04-ㄱ72,기장군청 부근,양호,기장군,부산광역시 기장군정
4,완료(귀가),[개] 푸들,수컷,1.0,흰색,2008,2,대구-북구-2021-00059,2021-04-002 ~2021-04-12,동천 지구대,"백내장, 치아상태 불량, 노령견",대구유기동물보호센터,대구광역시 북구청
5,완료(귀가),[개] 말티즈,암컷,,흰,2016,3,대구-수성-2021-00095,2021-04-02 ~2021-04-12,범어 궁도장,"발 미용흔적 있음,",예스동물병원,대구광역시 수성구청
6,완료(귀가),[개] 웰시 코기 브로크,암컷,,"흰색, 연갈색",2017,,대구-수성-2021-00096,2021-0402~2021-04ㄱ72,대구 수성구 보건소 앞,"배꼽탈장, 귀여움, 순함",허동물병원,대구광역시 수성구청
7,종료(안락사),[개] 믹스견,암컷,,"갈,흰",2020,5,광주-동구-2021-00042,2021-04-002 ~2021-04-12,동구 월남동,21-0383 머루,광주 동물보호소,광주광역시 동구청
8,종료(자연사),[개] 믹스견,수컷,0.0,흰,2021,3,광주-북구-2021-00155,2021-04002 ~2021-04-ㄱ12,북구 매곡동,21-0380 일포,광주 동물보호소,광주광역시 북구청
9,종료(자연사),[개] 믹스견,암컷,0.0,흰,2021,3,광주-북구-2021-00156,2021-04002 ~2021-04-ㄱ12,북구 매곡동,21-0381 이포,광주 동물보호소,광주광역시 북구청
10,종료(자연사),[개] 믹스견,수컷,0.0,"검,흰",2021,3,광주-북구-2021-00157,2021-04-02~2021-04ㄱ72,북구 매곡동,21-0382 삼포,광주 동물보호소,광주광역시 북구청
11,완료(입양),[개] 말티즈,암컷,,흰,2016,3,광주-북구-2021-00158,2021-04002 ~2021-04-ㄱ12,북구 중흥동,21-0384믹스,광주 동물보호소,광주광역시 북구청
12,완료(입양),[개] 시바,수컷,0.0,"갈,흰",2021,,광주-광산-2021-00172,2021-04(02 ~2021-04-ㄱ12,광산구 신창동,21-0378 키키,광주 동물보호소,광주광역시 광산구청
13,완료(귀가),[개] 믹스견,수컷,0.0,"갈,흰",2021,2,광주-광산-2021-00173,2021-04(02 ~2021-04-ㄱ12,광산구 광산119,21-0379 어중,광주 동물보호소,광주광역시 광산구청
