,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,보호중,[개] 말티즈,암컷,0.0,흰색,2015,3.47,서울-중랑-2021-00050,2021-04-28 ~2021-05-18,중랑구청,"엄청 귀엽고 이뽑, 사랑스러움, 너무 착함(발톱도 잘 까음), 밥",한국동물구조관리협회,서울특별시 중랑구청
1,완료(귀가),[개] 포메라니안,수컷,1.0,검정색,2015,5.7,서울-관악-2021-00153,2021-04-28 ~2021-05-10,남부순환로1861,"온순함,피부가안좋음,외장형칩있음",러브펫종합동물병원,서울특별시 관악구정
2,완료(귀가),[개] 포메라니안,암컷,,흰색,2019,2.5,서울-서초-2021-00047',2021-04-28 ~2021-05-18,서울 서초구 언남길 62,눈물자국 약간 및 치석 조금,서초동물사랑센터,서울특별시 서초구청
3,보호중,[개] 진도견,수컷,0.0,블랙탄,2018,20,서울-서초-2021-00048,2021-04-28 ~2021-05-18,남부순환로 2461 맞은편 농장,"겁많음, 온순함, 복부 및 왼쪽 사타구니 상처, 심장사상충 양성",서초동물사랑센터,서울특별시 서초구청
4,보호중,[개] 믹스견,수컷,,갈색,2021,2.7,,2021-04-28 ~2021-05-10,미추홀구 보훈병원 뒤,"3달추정, 발끝 부분 흰색",인천광역시 수의사회,인천광역시 미추홀구청
5,보호중,[개] 믹스견,암컷,0.0,갈색,2018,10,,2021-04-28~2021-0570,미추홀구 보훈병원 뒤,유기견 새끼와 같이 발견,인천광역시 수의사회,: 인천광역시 미추홀구청
6,보호중,[개] 믹스견,수컷,0.0,갈색,2021,30,,2021-04-28 ~2021-05-10,미주홀구 보훈병원 뒤,"3달추정, 턱 부분 약간 흰색",인천광역시 수의사회,인천광역시 미추홀구청
7,완료(입양),[개] 믹스견,암컷,0.0,흰,2021,2021,,2021-04-28~2021-0570,미추홀구 보훈병원 뒤,"3달추정, 귀부분 연갈색",인천광역시 수의사회,: 인천광역시 미추홀구청
8,보호중,[개] 믹스견,암컷,,갈,2019,,인천-연수-2021-00076,2021-04-28~2021-05ㄱ70,연수구 선학동 38,야생화 됨,인천광역시수의사회,인천광역시 연수구청
9,완료(입양),[개] 믹스견,수컷,0.0,연노랑+부분갈색,2021,1.2,인천-부평-2021-00220,2021-04-28 ~2021-05-10,부평4동 406-11,"생후4주이내,귀여움",조재진동물병원,인천광역시 부평구정
10,보호중,[개] 믹스견,수컷,0.0,검정,2021,9.5,인천-서구-2021-00233,2021-04-28 ~2021-05-10,정서진구조대,4개월추정.교통사고추정.앞다리골절.폐출혈심함.기력없음,가정동물병원,인천광역시 서구청
11,완료(입양),[개] 믹스견,수컷,0.0,흰색,2021,2.34,인천-강화-2021-00167',2021-04-28 ~2021-05-10,신현리 110,생후40일령,베스트동물병원,인천광역시 강화군청
12,완료(입양),[개] 믹스견,암컷,0.0,연갈색,2021,1.64,인천-강화-2021-00168,2021-04-28 ~2021-05-10,신현리 110,생후40일령,베스트동물병원,인천광역시 강화군청
13,완료(입양),[개] 믹스견,암컷,0.0,연갈색,2021,1.72,인천-강화-2021-00169,2021-04-28 ~2021-05-10,신현리 110,생후40일령,베스트동물병원,인천광역시 강화군청
14,완료(입양),[개] 믹스견,암컷,0.0,갈색,2021,1.62,인천-강화-2021-00170,2021-04-28 ~2021-05-10,신현리 110,생후40일령,베스트동물병원,인천광역시 강화군청
15,완료(입양),[개] 믹스견,암컷,0.0,연갈색,2021,1.22,인천-강화-2021-00171,2021-04-28 ~2021-05-10,신현리 110,생후40일령,베스트동물병원,인천광역시 강화군청
16,완료(입양),[개] 믹스견,수컷,0.0,"연갈색,흰색",2021,1.96,인천-강화-2021-00772,2021-04-28 ~2021-05-10,신현리 110,생후40일령,베스트동물병원,인천광역시 강화군청
17,완료(입양),[개] 믹스견,수컷,0.0,"연갈색,흰색",2021,1.96,인천-강화-2021-00173,2021-04-28 ~2021-05-10,신현리 110,생후40일령,베스트동물병원,인천광역시 강화군청
18,완료(입양),[개] 믹스견,수컷,0.0,"연갈색,흰색",2021,2.02,인천-강화-2021-00174,2021-04-28 ~2021-05-10,신현리 110,생후40일령,베스트동물병원,인천광역시 강화군청
19,완료(입양),[개] 믹스견,암컷,0.0,"연갈색,흰색",2021,1.58,인천-강화-2021-00175,2021-04-28 ~2021-05-10,신현리 110,생후40일령,베스트동물병원,인천광역시 강화군청
20,종료(자연사),[개] 푸들,수컷,0.0,흰,2019,3,광주-남구-2021-00105,2021-04-28 ~2021-05-10,남구 승촌동,"21-0504 기찬, 미용함, 옷착용(검정)",광주 동물보호소,광주광역시 남구청
21,완료(입양),[개] 닥스훈트,수컷,0.0,"갈,검",2019,,광주-북구-2021-00251,2021-04-28 ~2021-05-10,북구 용전동,21-0503 기동,광주 동물보호소,광주광역시 북구청
22,완료(입양),[개] 치와와,수컷,0.0,백황,2018,,경기-수원-2021-00217,2021-04-28~2021-0570,장안구 정조로 947,빨간목줄 착용,수원시 동물보호센터,경기도 수원시청
23,보호중,[개] 믹스견,수컷,0.0,백갈,2018,20,경기-수원-2021-00219,2021-04-28~2021-05-710,권선구 수인로341번길 6,목줄착용,수원시 동물보호센터,경기도 수원시청
24,종료(자연사),[개] 믹스견,암컷,0.0,갈흑백,2021,4,경기-안양-2021-00062,2021-04-28 ~2021-05-10,범계119안전센터에서 인수,경계심많음. 겁많음. 등에 작은 상처. 뒷다리 골절 추정. 교통새|,한국야생동물보호협회,경기도 안양시청
