,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(귀가),[개] 믹스견,암컷,0.0,흰,2018,4,서울-양천-2021-00032,2021-03-25 ~2021-04-05,신월동133-1 (다음3-11),치석약간있으며미용하지않은상태이고경계심없이온순하고잘,강현림동물병원,서울특별시 양천구정
1,완료(입양),[개] 믹스견,암컷,0.0,검정색,2021,5.8,서울-관악-2021-00086,2021-03-25 ~2021-04-05,신림동84-31,"순하고사람잘따름,유치,칩없음",러브펫종합동물병원,서울특별시 관악구정
2,종료(자연사),[개] 믹스견,수컷,0.0,검정흰색,2019,3.5,서울-관악-2021-00087',2021-03-25 ~2021-04-05,대학18길49,"가슴줄착용,겁이많음,칩없음",러브펫종합동물병원,서울특별시 관악구정
3,완료(입양),[개] 포메라니안,암컷,0.0,흰색,2016,5.5,부산-서구-2021-00073,2021-03-25 ~2021-04-05,토성동1가 8-25,"온순한 성격,동그란눈,귀여운외모,서구1-44호",부산동물보호센터,부산광역시 서구청
4,완료(입양),[개] 푸들,암컷,0.0,갈색,2013,70,부산-북구-2021-00058,2021-03-25~2021-04-05,의성로 77번길 7,"보통 푸들에 비해 조금 큼,겁이많지만 호기심도 많음,북구1-38|",부산동물보호센터,부산광역시 북구청
5,종료(자연사),[개] 믹스견,수컷,0.0,갈색+검정색,2021,1.1,부산-기장-2021-00087,2021-03-25~2021-04-05,철마면 송정리 308 부근,양호,누리동물병원,부산광역시 기장군정
6,보호중,[개] 믹스견,수컷,0.0,갈색+흰색,2018,13,부산-기장-2021-00088,2021-03-25~2021-04-05,방곡리 442 부근,양호,누리동물병원,부산광역시 기장군청
7,종료(자연사),[개] 믹스견,암컷,,검정+갈색,2019,9.2,부산-기장-2021-00089,2021-003-25~2021-04-05,철마 웅천리 4457 부근,양호,누리동물병원,부산광역시 기장군청
8,완료(입양),[개] 믹스견,수컷,0.0,흰색,2021,1.6,부산-기장-2021-00090,2021-03-25 ~2021-04-05,철마삼동로 108-15 부근,겁 많음,누리동물병원,부산광역시 기장군청
9,종료(자연사),[개] 믹스견,수컷,0.0,갈색,2019,3.8,부산-기장-2021-00091,2021-03-25~2021-04-05,철마면 웅천리 445,양호,누리동물병원,부산광역시 기장군청
10,완료(입양),[개] 믹스견,수컷,0.0,흰+연갈색 반점,2019,,대구-북구-2021-00053,2021-003-25~2021-04-04,산격 대우 아파트 부근,.,대구유기동물보호센터,대구광역시 북구청
11,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2020,2.40,대구-달성-2021-00122,2021-003-25~2021-04-05,화원온천 앞,순함. 털엉킴 심함.,명곡역동물병원,대구광역시 달성군정
12,완료(입양),[개] 믹스견,암컷,0.0,크림,2021,3.5,광주-동구-2021-00035,2021-03-25 ~2021-04-05,동구 동구청,21-0342 살구,광주 동물보호소,광주광역시 동구청
