,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,공고중,[개] 시바,수컷,1.0,갈,2018,2018,서울-강서-2021-00052,2021-005-18 ~2021-05-28,양천로 485 가양역 인근,색바랜파란리드줄/주황체크무늬하네스착용.크릉크릉탬.활발,한국동물구조관리협회,서울특별시 강서구청
1,공고중,[개] 믹스견,수컷,0.0,흰색,2015,8.2,부산-남구-2021-00094,2021-05-18 ~2021-05-28,수영로 142-3,"방울달린목줄, 미용됨, 심한피부병",누리동물병원,부산광역시 남구청
2,공고중,[개] 믹스견,수컷,,"갈색,검정",2021,5,부산-사하-2021-00210,2021-05-18~2021-05-28,사하소방서,"6개월, 들개 추정",,부산광역시 사하구정
3,공고중,[개] 믹스견,수컷,,흰색,2016,8.7,부산-사하-2021-00211,2021-05-18 ~2021-05-28,사하소방서,들개 추정,,부산광역시 사하구청
4,공고중,[개] 도베르만,수컷,1.0,"검은색, 갈색",2018,21,부산-기장-2021-00153,2021-005-18~2021-05-28,기장읍 교리 347-5 삼겹파티 부근,"뒷다리 부상, 사고의심됨",누리동물병원,부산광역시 기장군정
5,공고중,[개] 라브라도 리트리버,암컷,,갈색,2017,20,부산-기장-2021-00155,2021-05-18~2021-05-28,기장읍 교리 363번지,"기력저하, 갈색",누리동물병원,부산광역시 기장군정
6,공고중,[개] 치와와,암컷,,흰노,2017,3.5,대구-중구-2021-00084,2021-05-18~2021-05-28,경상감영공원,몸통줄 착용,대구시수의사회,대구광역시 중구청
7,완료(귀가),[개] 말티즈,암컷,,흰색,2021,2.7,대구-서구-2021-00157,2021-005-18~2021-05-28,이현동119 앞,외부기생충 예방용 회색 목걸이 착용,대구시수의사회,대구광역시 서구청
8,공고중,[개] 푸들,암컷,,연갈색,2017,5,대구-북구-2021-00122,2021-05-18 ~2021-05-28,태전동 1006,.,대구유기동물보호센터,대구광역시 북구청
9,완료(귀가),[개] 말티즈,암컷,,흰색,2018,1.8,대구-수성-2021-00178,2021-05-18 ~2021-05-28,범어동804-42,-,제니스동물병원,대구광역시 수성구청
10,공고중,[개] 포메라니안,수컷,1.0,갈색,2018,5,대구-수성-2021-00180,2021-05-18 ~2021-05-28,범허네거리 근처,순하고 잘 따름,제니스동물병원,대구광역시 수성구청
11,공고중,[개] 믹스견,암컷,,갈색+검정색,2018,8.51,인천-중구-2021-00242,2021-05-18 ~2021-05-28,선녀바위해변가,겁이많지만 순하고착하다,신공항동물병원,인천광역시 중구청
12,공고중,[개] 믹스견,수컷,0.0,연갈색,2021,1.10,인천-강화-2021-00240,2021-05-18 ~2021-05-28,장화리952-12 부근,생후40일령,베스트동물병원,인천광역시 강화군청
13,공고중,[개] 믹스견,암컷,0.0,"흰색,연갈색,검은색",2021,1.36,인천-강화-2021-00241,2021-05-18 ~2021-05-28,초지리 269-2,생후40일령,베스트동물병원,인천광역시 강화군청
14,공고중,[개] 믹스견,암컷,0.0,삼색,2021,1.26,인천-강화-2021-00242,2021-05-18 ~2021-05-28,초지리 269-2,생후40일령,베스트동물병원,인천광역시 강화군청
15,공고중,[개] 믹스견,수컷,0.0,흰색,2021,1.54,인천-강화-2021-00243,2021-05-18 ~2021-05-28,초지리 269-2,생후40일령,베스트동물병원,인천광역시 강화군청
16,완료(귀가),[개] 푸들,수컷,1.0,갈,2020,,광주-서구-2021-00217,2021-005-18 ~2021-05-28,서구 화정동,21-0568 야야,광주 동물보호소,광주광역시 서구청
17,공고중,[개] 믹스견,수컷,1.0,"흰,갈",2019,30,광주-남구-2021-00153,2021-05-18 ~2021-05-28,남구 월산동,21-0569 날개,광주 동물보호소,광주광역시 남구청
18,공고중,[개] 믹스견,수컷,0.0,흰,2018,13,광주-북구-2021-00302,2021-05-18 ~2021-05-28,북구 건국동,21-0567용수,광주 동물보호소,광주광역시 북구청
19,완료(귀가),[개] 믹스견,수컷,0.0,"흰,회",2019,,광주-광산-2021-00305,2021-05-18~2021-05-28,광산구 월계동,21-0563 우신,광주 동물보호소,광주광역시 광산구청
20,완료(귀가),[개] 말티즈,수컷,0.0,흰,2018,,광주-광산-2021-00306,2021-05-18 ~2021-05-28,광산구 쌍암동,21-0564 아듀(하늘),광주 동물보호소,광주광역시 광산구청
21,공고중,[개] 믹스견,암컷,0.0,"검,갈",2021,6,광주-광산-2021-00307',2021-05-18 ~2021-05-28,광산구 도산동,21-0565리비,광주 동물보호소,광주광역시 광산구청
