,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(입양),[개] 치와와,암컷,0.0,검정,2011,3.5,서울-양천-2021-00051,2021-04-26 ~2021-05-06,남부순환로55길12-3도로변 (다음4-17),치석심하고미용하지않은상태이며온순하고잘따르며경계심없,강현림동물병원,서울특별시 양천구청
1,완료(귀가),[개] 포메라니안,암컷,0.0,흰색,2020,3.2,서울-관악-2021-00151,2021-04-26 ~2021-05-06,원당초등학교근처,"순하고사람잘따름,후지파행,칩있음",러브펫종합동물병원,서울특별시 관악구정
2,완료(귀가),[개] 말티즈,암컷,0.0,흰색,2020,2.7,서울-강동-2021-00065,2021-04-26 ~2021-05-06,상암로 57,"동물등록되어있음. 오른쪽슬개골탈구1기추정, 귀상태양호",강동리본센터,서울특별시 강동구청
3,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2016,3.5,서울-강동-2021-00066,2021-04-26~2021-05-06,강동구 고덕로 52-18부근,"치석많음, 잇몸염증있음, 왼쪽슬개골탈구1기추정",강동리본센터,서울특별시 강동구청
4,완료(입양),[개] 믹스견,수컷,0.0,갈색+흰색,2021,3.5,부산-남구-2021-00073,2021-04-26 ~2021-05-06,동항로 53-6,기력저하,누리동물병원,부산광역시 남구청
5,보호중,[개] 포메라니안,암컷,0.0,흰색,2016,6.1,부산-남구-2021-00074,2021-04-26 ~2021-05-06,감만동 국제아파트,기력저하,누리동물병원,부산광역시 남구청
6,보호중,[개] 믹스견,수컷,1.0,검정+갈색,2018,10,부산-남구-2021-00075,2021-04-26 ~2021-05-06,우암로 84ㄱ1,검은색 가슴줄,누리동물병원,부산광역시 남구청
7,완료(귀가),[개] 골든 리트리버,수컷,0.0,갈색,2018,25,부산-남구-2021-00076,2021-04-26 ~2021-05-06,동명대 정문 맥도날드,기력저하,누리동물병원,부산광역시 남구청
8,보호중,[개] 믹스견,수컷,0.0,흰색,2018,15,부산-북구-2021-00093,2021-04-26 ~2021-05-06,구청당직실,"가슴줄,수제비귀,통통한몸매,너무귀여움,북구1-50호",부산동물보호센터,부산광역시 북구청
9,완료(입양),[개] 믹스견,암컷,0.0,연갈색,2021,2.5,부산-강서-2021-00171,2021-04-26 ~2021-05-06,강동동 961번지 3-4,"들개가 낳은 것으로 추정됨,6두,인공포유중,구충제도포,강서",부산동물보호센터,부산광역시 강서구청
10,보호중,[개] 믹스견,암컷,0.0,아이보리,2021,2.5,부산-강서-2021-00172,2021-04-26 ~2021-05-06,강동동 961번지 3-4,"들개가 낳은 것으로 추정됨,6두,인공포유중,구충제도포,강서",부산동물보호센터,부산광역시 강서구청
11,보호중,[개] 믹스견,암컷,0.0,"흰색,연갈색",2021,2.5,부산-강서-2021-00173,2021-04-26 ~2021-05-06,강동동 961번지 3-4,"들개가 낳은 것으로 추정됨,6두,인공포유중,구충제도포,강서",부산동물보호센터,부산광역시 강서구청
12,보호중,[개] 믹스견,암컷,0.0,흰색,2021,2.5,부산-강서-2021-00174,2021-04-26 ~2021-05-06,강동동 961번지 3-4,"들개가 낳은 것으로 추정됨,6두,인공포유중,구충제도포,강서",부산동물보호센터,부산광역시 강서구청
13,보호중,[개] 믹스견,수컷,0.0,연갈색,2021,3,부산-강서-2021-00175,2021-04-26 ~2021-05-06,강동동 961번지 3-4,"들개가 낳은 것으로 추정됨,6두,인공포유중,구충제도포,강서",부산동물보호센터,부산광역시 강서구청
14,보호중,[개] 믹스견,수컷,0.0,"흰색,연갈색",2021,2.8,부산-강서-2021-00176,2021-04-26 ~2021-05-06,강동동 961번지 3-4,"들개가 낳은 것으로 추정됨,6두,인공포유중,구충제도포,강서",부산동물보호센터,부산광역시 강서구청
15,완료(귀가),[개] 코카 스파니엘,수컷,0.0,검정색,2016,8.0,부산-연제-2021-00079,2021-04-26 ~2021-05-06,쌍미천로 44,"온순, 연제구 1-33",청조동물병원,부산광역시 연제구청
16,완료(입양),[개] 믹스견,수컷,0.0,흰색,2021,4.16,대구-수성-2021-00128,2021-04-26 ~2021-05-06,만촌역,귀여움,허동물병원,대구광역시 수성구청
17,완료(입양),[개] 믹스견,암컷,0.0,흰색,2021,3.58,대구-수성-2021-00129,2021-04-26 ~2021-05-06,만촌역,귀여움,허동물병원,대구광역시 수성구청
18,완료(입양),[개] 믹스견,암컷,0.0,갈색,2021,3.56,대구-수성-2021-00130,2021-04-26 ~2021-05-06,만촌역,귀여움,허동물병원,대구광역시 수성구청
19,완료(입양),[개] 진도견,암컷,,흰색,2018,20,대구-수성-2021-00131,2021-04-26 ~2021-05-06,만존2차우방타운,순하고 잘 따름,제니스동물병원,대구광역시 수성구청
