,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(귀가),[개] 말티즈,암컷,,흰,2015,3,광주-북구-2021-00187',2021-04-10 ~2021-04-20,북구 중흥동,21-0397 마리,광주 동물보호소,광주광역시 북구청
1,완료(입양),[개] 믹스견,수컷,0.0,흰색 검정,2021,2.50,울산-남구-2021-00111,2021-04-10 ~2021-04-20,야음테니스장 인근,"2~3개월정도의 어린아이, 야음테니스장 인근 밭의 케이지안",주동물병원,울산광역시 남구청
2,완료(입양),[개] 믹스견,수컷,0.0,백갈,2021,1.6,경기-의왕-2021-00035,2021-004-70 ~2021-04-20,의왕시청에서 인수,2개월추정. 귀갈색. 순함.,한국야생동물보호협회,경기도 의왕시청
3,완료(입양),[개] 믹스견,수컷,0.0,백갈,2021,1.3,경기-의왕-2021-00036,2021-04-70 ~2021-04-20,의왕시청에서 인수,2개월추정. 귀갈색. 순함.,한국야생동물보호협회,경기도 의왕시청
4,완료(입양),[개] 믹스견,암컷,0.0,백갈,2021,1.2,경기-의왕-2021-00037',2021-04-70 ~2021-04-20,의왕시청에서 인수,2개월추정. 귀갈색. 순함.,한국야생동물보호협회,경기도 의왕시청
5,종료(자연사),[개] 시바,수컷,0.0,흑갈,2016,13,경기-의왕-2021-00038,2021-04-70 ~2021-04-20,의왕시정에서 인수,색바랜 빨간목줄에 쇠사슬 연결. 경계심 있으나 순함.,한국야생동물보호협회,경기도 의왕시청
6,보호중,[개] 믹스견,암컷,,흰색,2018,1,경기-양평-2021-00136,2021-04-10 ~2021-04-20,목왕리19,순하고 사람을 잘따름,양평군유기동물보호소,경기도 양평군청
7,완료(입양),[개] 믹스견,암컷,0.0,갈색,2021,1.80,경기-광주-2021-00184,2021-04-10 ~2021-04-20,광주시 초월읍 도평리 일대,"4-18, 2개월령 아가, 귀엽고 사람을 좋아함",광주1\0동물병원초월,경기도 광주시청
8,완료(입양),[개] 치와와,수컷,1.0,흰색,2016,2.30,경기-광주-2021-00185,2021-04-10 ~2021-04-20,광주시 오포읍 문형산길 일대,"4-19, 칩없음, 미용되어있음, 비승과 함께 발견됨",광주1\0동물병원초월,경기도 광주시청
9,완료(입양),[개] 비송 프리제,수컷,1.0,흰색,2018,6.80,경기-광주-2021-00186,2021-04-10 ~2021-04-20,광주시 오포읍 문형산길 일대,"4-20,칩없음, 미용되어있음, 치와와와 함께 발견됨",광주1\0동물병원초월,경기도 광주시청
10,완료(귀가),[개] 믹스견,수컷,0.0,검정색,2021,4.7,강원-강릉-2021-00153,2021-04-10 ~2021-04-20,남산막국수앞,교통사고로왼쪽앞다리골절,강릉시동물사랑센터,강원도 강릉시정
11,완료(귀가),[개] 믹스견,암컷,,흰색,2021,,강원-영월-2021-00037,2021-04-10 ~2021-04-20,한반도면 청송회관 앞,.…,영월군위탁관리보호소,강원도 영월군정
12,완료(귀가),[개] 믹스견,암컷,,흰색,2020,,강원-영월-2021-00038,2021-04-10 ~2021-04-20,한반도면 청송회관,.…,영월군위탁관리보호소,강원도 영월군정
13,완료(입양),[개] 닥스훈트,수컷,0.0,검갈,2019,,충북-충주-2021-00140,2021-04-10 ~2021-04-19,법원 인근,"순함,사상충음성",충주시동물보호센터,충청북도 충주시청
14,완료(입양),[개] 시바,암컷,,갈색,2019,12,충북-청주-2021-00306,2021-04-10 ~2021-04-20,옥산 리버파크자이@,"관리실에서일주일정도보호되었음,순하고활발",반려동물보호센터,충청북도 청주시정
15,완료(귀가),[개] 스피츠,수컷,0.0,흰색,2016,9,충북-청주-2021-00307',2021-04-10 ~2021-04-20,김수녕양궁장(용정동 252),"분홍색목걸이착용,사람을잘따르고 순함",반려동물보호센터,충청북도 청주시청
16,종료(안락사),[개] 믹스견,암컷,,흰색,2021,2.5,충북-청주-2021-00308,2021-004-10 ~2021-04-20,현도면 죽암도원로 12-19,"기력없음, 파보 바이러스 양성",반려동물보호센터,충청북도 청주시정
17,종료(안락사),[개] 믹스견,수컷,0.0,흰갈색,2021,30,충북-청주-2021-00309,2021-004-10 ~2021-04-20,현도면 죽암도원로 12-19,"기력없음, 파보 바이러스 양성",반려동물보호센터,충청북도 청주시정
18,완료(입양),[개] 닥스훈트,암컷,,검갈,2019,4.5,충북-청주-2021-00310,2021-04-10 ~2021-04-20,오창 대현주유소,사람을 좋아하는 아이,반려동물보호센터,충청북도 청주시청
