,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(귀가),[개] 슈나우져,암컷,,진회색,2011,4.7,서울-동작-2021-00064,2021-04-22~2021-05-03,장승중학교 앞,온순 치석,디아크동물종합병원,서울특별시 동작구정
1,완료(귀가),[개] 스피츠,암컷,0.0,흰색,2015,6.2,서울-관악-2021-00140,2021-04-22 ~ 2021-05-03,복은7길30,"온순하고사람잘따름,치석,집있음",러브펫종합동물병원,서울특별시 관악구정
2,완료(귀가),[개] 슈나우져,암컷,,검,2012,2012,서울   2021-00054,2021-04-22~2021-05-03,풍납동199-10 인근,연두색 가슴줄. 전신미용흔적. 백내장. 고령. 구강질환/치석심,한국동물구조관리협회,서울특별시 송파구청
3,보호중,[개] 믹스견,암컷,0.0,갈색흰색,2021,3,부산-서구-2021-00115,2021-04-22 ~ 2021-05-03,시약로97번길18,"갈색바탕에 배부분만 흰색,1차예방접종,구충제도포,서구1-70",부산동물보호센터,부산광역시 서구청
4,보호중,[개] 믹스견,암컷,,밝은갈색,2021,2.5,부산-서구-2021-00116,2021-04-22 ~2021-05-03,시약로97번길18,"밝은 갈색1차예방접종,구충제도포,서구1-71호",부산동물보호센터,부산광역시 서구청
5,보호중,[개] 믹스견,암컷,0.0,갈색,2021,2.5,부산-서구-2021-00117,2021-04-22 ~2021-05-03,시약로97번길18,"밝은 갈색1차예방접종,구충제도포,서구1-71호",부산동물보호센터,부산광역시 서구청
6,보호중,[개] 믹스견,수컷,0.0,아이보리,2021,4.5,부산-서구-2021-00118,2021-04-22~2021-05-03,꽃마을로 33-ㄱ1,"박스에 버려짐,1차예방접종,구충제도포,서구1-74호",부산동물보호센터,부산광역시 서구청
7,완료(입양),[개] 믹스견,수컷,0.0,갈색,2021,2.5,부산-서구-2021-00119,2021-04-22~2021-05-03,시약로97번길18,"1차예방접종,구충제도포,서구1-73호",부산동물보호센터,부산광역시 서구청
8,보호중,[개] 믹스견,수컷,0.0,흰색,2021,5,부산-서구-2021-00120,2021-04-22 ~ 2021-05-03,꽃마을로 33-ㄱ1,"박스에 버려짐,1차예방접종,구충제도포,서구1-75호",부산동물보호센터,부산광역시 서구청
9,보호중,[개] 믹스견,암컷,0.0,흰색,2020,10,부산-강서-2021-00167',2021-04-22~2021-05-03,생곡로 157,"몇일동안 거리를 배회하고있었음,영양상태가 좋지 못함",부산동물보호센터,부산광역시 강서구청
10,완료(귀가),[개] 요크셔 테리어,수컷,0.0,황토색,2012,5.0,부산-연제-2021-00074,2021-04-22 ~ 2021-05-03,고분로 233,"온순, 연제구 1-32",청조동물병원,부산광역시 연제구청
11,종료(자연사),[개] 믹스견,암컷,,흰색,2020,3.9,부산-기장-2021-00126,2021-04-22 ~ 2021-05-03,기장대로413번길 11 부근,양호,누리동물병원,부산광역시 기장군정
12,보호중,[개] 믹스견,암컷,,흰색,2019,8.6,부산-기장-2021-00127,2021-04-22 ~ 2021-05-03,장안읍 반룡리 산 152-20,예민함,누리동물병원,부산광역시 기장군정
13,종료(자연사),[개] 믹스견,암컷,,흰색,2018,3.7,부산-기장-2021-00128,2021-04-22 ~ 2021-05-03,장안읍 반룡리 산 152-20,"예민함, 피부병",누리동물병원,부산광역시 기장군정
14,종료(자연사),[개] 믹스견,암컷,,흰색,2018,3.3,부산-기장-2021-00129,2021-04-22~2021-05-03,장안읍 반룡리 산 152-20 부근,"예민함, 피부병 심함",누리동물병원,부산광역시 기장군정
15,보호중,[개] 믹스견,수컷,0.0,흰색,2019,3.9,부산-기장-2021-00130,2021-04-22~2021-05-03,기장대로413번길 11,네이비색 목줄 착용,누리동물병원,부산광역시 기장군정
16,종료(자연사),[개] 믹스견,수컷,0.0,검정+흰색,2018,7.2,부산-기장-2021-00131,2021-004-22~2021-05-03,장안을 반룡리 산150-20 부근,"예민함,겁많음",누리동물병원,부산광역시 기장군청
17,종료(자연사),[개] 진도견,수컷,0.0,검갈,2016,28,대구-달성-2021-00166,2021-04-22 ~2021-05-03,화원읍 김흥리 인근,등록칩 없음. 목줄에 철사로 묶어놓은 흔적이 있음.,화원연합동물병원,대구광역시 달성군정
18,보호중,[개] 믹스견,수컷,,흰,2019,30,인천-연수-2021-00069,2021-04-22~2021-05-03,연수구 옥련동산 4010,"야생화 됨, 귀부분 연갈색",인천광역시수의사회,인천광역시 연수구청
19,보호중,[개] 믹스견,수컷,,"검,갈,흰",2015,5,인천-연수-2021-00070,2021-04-22~2021-05-03,연수구 옥련동산 4010,입주변 흰색,인천광역시수의사회,인천광역시 연수구청
20,완료(귀가),[개] 비글,암컷,,검.갈.흰,2020,15.1,인천-부평-2021-00195,2021-04-22 ~ 2021-05-03,산곡동 311-71,친화적.이마중앙에 혹,삼산종합동물병원,인천광역시 부평구정
