,state,kind,sex,neutralization,color,birth,weight,number,period,location,feature,center,department
0,완료(입양),[개] 믹스견,암컷,0.0,흰색,2021,4,서울-관악-2021-00157,2021-04-30 ~2021-05-10,,"야생들개새끼추정,나이가어림,진드기감염",러브펫종합동물병원,서울특별시 관악구청
1,보호중,[개] 비글,암컷,1.0,"갈,검,흰",2016,9,부산-북구-2021-00099,2021-04-30 ~2021-05-10,백양대로 1124번길 70,"오른쪽 앞발 윗부분 쩌진 상처,봉합처치완료,온순한성격,북",부산동물보호센터,부산광역시 북구청
2,완료(입양),[개] 믹스견,수컷,0.0,"검정,갈색",2021,,부산-강서-2021-00181,2021-04-30 ~2021-05-10,낙동북로 125번길 60,"1차예방접종,구충제도포,눈썸이 매력적임,,강서구1-138호",부산동물보호센터,부산광역시 강서구청
3,보호중,[개] 믹스견,수컷,0.0,"흰색,검정색",2021,,부산-강서-2021-00182,2021-04-30 ~2021-05-10,낙동북로 125번길 60,"1차예방접종,구충제도포,눈썸이 매력적임,,강서구1-139호",부산동물보호센터,부산광역시 강서구청
4,보호중,[개] 믹스견,수컷,0.0,"흰색,갈색",2013,20,부산-강서-2021-00183,2021-04-30 ~2021-05-10,공항진입로(덕두역) 공군부대,"귀부분만 갈색,온순한성격,,강서구1-139호",부산동물보호센터,부산광역시 강서구청
5,완료(귀가),[개] 믹스견,암컷,,검정+갈색,2013,,부산-기장-2021-00136,2021-04-30 ~2021-05-10,매학리 204-7 부근,백내장,누리동물병원,부산광역시 기장군정
6,보호중,[개] 사모예드,암컷,,흰색,2016,21,부산-기장-2021-00138,2021-004-30 ~2021-05-10,공수마을 빨간등대 부근,양호,누리동물병원,부산광역시 기장군정
7,완료(입양),[개] 진도견,수컷,0.0,백,2019,15,대구-서구-2021-00104,2021-04-30 ~2021-05-10,이현동 457,온순함,대구시수의사회,대구광역시 서구청
8,완료(귀가),[개] 믹스견,암컷,0.0,흑백,2021,2.1,대구-서구-2021-00106,2021-04-30 ~2021-05-10,북부정류장옆 도로,,대구시수의사회,대구광역시 서구청
9,완료(귀가),[개] 치와와,수컷,1.0,검정,2018,3,대구-서구-2021-00107',2021-004-30 ~2021-05-710,내당동1006-217,붉은색 ※×6800 착용,대구시수의사회,대구광역시 서구청
10,완료(귀가),[개] 말티즈,수컷,0.0,흰색,2017,4,대구-북구-2021-00093,2021-04-30 ~ 2021-05-10,오봉로 7길 용인정밀 앞,.,대구유기동물보호센터,대구광역시 북구청
11,완료(입양),[개] 믹스견,암컷,0.0,하얀색,2018,10.24,대구-수성-2021-00140,2021-04-30 ~ 2021-05-10,이군 사령부 근처,귀여움,허동물병원,대구광역시 수성구청
